month,wisman,wisnus,usd_idr_avg,tpk_bintang,tpk_non_bintang,tpk_change_mom,tpk_ma3,lama_menginap_bintang,lama_menginap_non_bintang,inflasi_processed,indonesia_total,bali_share_pct,avg_sentiment_monthly,pct_negative_monthly,pct_positive_monthly,pct_neutral_monthly,wisman_growth_mom,wisnus_growth_mom,wisman_growth_yoy,wisman_ma3,wisman_ma6,wisman_zscore,is_anomaly,usd_volatility_3m,usd_change_mom,month_num,is_peak_season,is_covid_period,bali_share_change,wisman_precovid_mean,wisman_lag_1,wisman_lag_3,tpk_lag_1,sentiment_lag_1,wisman_trend_3m,sentiment_trend_3m,usd_trend_3m,is_postcovid,wisman_recovery_pct,crisis_component_tourism,crisis_component_economy,crisis_component_sentiment,external_risk_avg,external_risk_max,external_risk_range,physical_risk_score,media_risk_score,tourist_perception_score,external_risk_score,crisis_score,crisis_score_100,crisis_level
2010-09,240947,594662.0,8979.704545454546,63.648,31.37,2.4720000000000013,64.286,3.3199999999999994,2.01,5.8,7002944.0,36.79,0.3105777373502177,25.10700909577314,68.1660100199426,6.726980884284255,-0.009076552308413643,0.574971528458299,0.10302000979660608,246336.0,225891.33333333334,1.0964331266615142,0,37.71307920306024,0.0008612675324939367,9,0,0,0.0,501206.1666666667,243154.0,228045.0,61.176,0.3105777373502177,-6979.999999999988,3.1971985790353577e-17,-30.556818181816453,0,48.07,0.38528949575981264,0.1817007517682452,0.2885265071045953,0.2094824673263637,0.5757443898800274,0.5633574115330717,0.1819543919976921,0.0678441090807799,0.29406568411349154,0.2094824673263637,0.2895546052097092,28.95546052097092,AMAN
2010-10,229904,391722.0,8927.857142857143,57.33,33.87,-6.318000000000005,60.717999999999996,3.508,2.2,5.67,7002944.0,36.79,0.3105777373502177,25.10700909577314,68.1660100199426,6.726980884284255,-0.045831655924331915,-0.34126949426733166,0.03896385607505359,238001.66666666666,233390.83333333334,0.6366836023961583,0,27.97156222447235,-0.00577384281798532,10,0,0,0.0,501206.1666666667,240947.0,254907.0,63.648,0.3105777373502177,-6624.999999999964,3.1971985790353577e-17,-22.06006493506272,0,45.87,0.41153960030148257,0.14546334194434374,0.2885265071045953,0.2089810895743709,0.6094361907129981,0.5970492123660425,0.1366254379443316,0.0774757512931985,0.3109115845299769,0.2089810895743709,0.29220752424708685,29.220752424708685,AMAN
2010-11,199861,361395.0,8941.90909090909,60.178,32.15,2.847999999999999,60.38533333333333,3.216,2.19,6.33,7002944.0,36.79,0.3105777373502177,25.10700909577314,68.1660100199426,6.726980884284255,-0.13067628227434058,-0.07741970070611304,0.0814813612333134,223570.66666666666,232803.0,-0.5684915339444989,0,26.814507219226023,0.001573944097345903,11,0,0,0.0,501206.1666666667,229904.0,243154.0,57.33,0.3105777373502177,-20542.99999999999,3.1971985790353577e-17,-18.897727272727384,0,39.88,0.5289838845044353,0.17431077690737073,0.2885265071045953,0.1943918748103477,0.6040280972213589,0.5916411188744032,0.1349709678305538,0.0261814558425226,0.30820753778415727,0.1943918748103477,0.3493514679263676,34.935146792636765,WASPADA
2010-12,227251,366605.0,9022.58695652174,61.236,38.49,1.0579999999999998,59.581333333333326,3.774,2.66,6.96,7002944.0,36.79,0.3105777373502177,25.10700909577314,68.1660100199426,6.726980884284255,0.13704524644628013,0.014416358831749188,0.021141696548129474,219005.33333333334,232670.66666666666,0.4920767854153339,0,51.12095597829003,0.00902244305913058,12,1,0,0.0,501206.1666666667,199861.0,240947.0,60.178,0.3105777373502177,-1326.4999999999675,3.1971985790353577e-17,47.36490683229937,0,45.34,0.2809308593862139,0.24421107670915762,0.2885265071045953,0.1999640951431976,0.6534468825759931,0.6410599042290375,0.0913658575960993,0.0426566620537423,0.3329169304614744,0.1999640951431976,0.2563171256401847,25.63171256401847,AMAN
2011-01,209093,280588.0,9034.92857142857,59.072,35.95,-2.1639999999999944,60.162,3.576,3.11,7.02,7649731.0,36.95,0.8880601525306702,0.0,100.0,0.0,-0.07990283871138082,-0.23463127889690538,0.16633848934306905,212068.33333333334,225035.0,-0.3489388204778701,0,50.52038732769451,0.001367857684974716,1,0,0,0.1600000000000037,501206.1666666667,227251.0,229904.0,61.236,0.3105777373502177,4616.0000000000155,0.2887412075902263,46.50974025974228,0,41.72,0.470766759147081,0.20296919707946276,0.02238796949386597,0.2685230967756078,0.4537825573444396,0.3471976560476891,0.1065849012967505,0.3112764958685816,0.32811549496854964,0.2685230967756078,0.3185307571905603,31.85307571905603,WASPADA
2011-02,207195,340508.0,8916.7,63.48,38.37,4.407999999999994,61.26266666666666,3.108,2.92,6.84,7649731.0,36.95,0.4975275993347168,0.0,100.0,0.0,-0.00907730053134248,0.21355154176229907,0.07955670414638982,214513.0,219041.83333333334,-0.5107918283297154,0,64.99020198203341,-0.013085722869182081,2,0,0,0.0,501206.1666666667,209093.0,199861.0,59.072,0.8880601525306702,-10028.00000000001,0.09347493099224964,-52.94347826086934,0,41.34,0.43636921296565134,0.12830519338368718,0.10049448013305665,0.2346706438499113,0.5406228631814509,0.4468512457978829,0.1018396622419667,0.093771617383568,0.3715356478870553,0.2346706438499113,0.2854260209637528,28.54260209637528,AMAN
2011-03,207907,358313.0,8759.347826086956,64.038,33.36,0.5579999999999998,62.19666666666666,3.444,2.93,6.65,7649731.0,36.95,0.3105777373502177,25.10700909577314,68.1660100199426,6.726980884284255,0.0034363763604334796,0.052289520363691944,0.07959330975859258,208065.0,213535.16666666666,-0.568147289996011,0,138.25245563838104,-0.0176469068055497,3,0,0,0.0,501206.1666666667,207195.0,227251.0,63.48,0.4975275993347168,-592.9999999999949,-0.28874120759022626,-137.7903726708057,0,41.48,0.4331676240328295,0.17933882673077195,0.2885265071045953,0.2248889163770718,0.5424877230061541,0.4868969926279498,0.0990287795312694,0.0555907303782043,0.3724680777994068,0.2248889163770718,0.31359057148334013,31.359057148334013,WASPADA
2011-04,224704,385228.0,8648.02380952381,65.416,34.69,1.3780000000000001,64.31133333333332,3.47,2.82,6.16,7649731.0,36.95,0.3105777373502177,25.10700909577314,68.1660100199426,6.726980884284255,0.08079093056029851,0.07511589029703081,0.21522711417090745,213268.66666666666,212668.5,0.09479789430203957,0,134.99360393967652,-0.01270916725462179,4,0,0,0.0,501206.1666666667,207907.0,209093.0,64.038,0.3105777373502177,8754.500000000011,-0.09347493099224953,-134.3380952380938,0,44.83,0.32110709418500805,0.2050541396613274,0.2885265071045953,0.200316503099284,0.4650960402809722,0.4444972186028161,0.020598821678156,0.1131227178453484,0.33377223643681586,0.200316503099284,0.2646776786289018,26.467767862890177,AMAN
2011-05,209058,463452.0,8558.045454545454,62.596,32.53,-2.8200000000000003,64.01666666666667,2.882,2.38,5.98,7649731.0,36.95,0.906793773174286,0.0,100.0,0.0,-0.06962937909427513,0.20305896767628528,0.02787775089975808,213889.66666666666,214201.33333333334,-0.8418550776948955,0,100.83962995488153,-0.01040449898845841,5,0,0,0.0,501206.1666666667,224704.0,207195.0,65.416,0.3105777373502177,575.5000000000205,0.2981080179120343,-100.65118577074989,0,41.71,0.5127211891483815,0.1823167213643775,0.018641245365142802,0.2108585299114336,0.5234039908000248,0.4891048982914414,0.0832826037444669,0.0342990925085833,0.3629262116963422,0.2108585299114336,0.32033954597666703,32.0339545976667,WASPADA
2011-06,245652,568264.0,8563.727272727272,71.612,33.38,9.015999999999998,66.54133333333333,3.498,2.21,5.54,7649731.0,36.95,0.3105777373502177,25.10700909577314,68.1660100199426,6.726980884284255,0.17504233274976322,0.22615502792090658,0.07720844570150631,226471.33333333334,217268.16666666666,1.1304184776509745,0,50.38897620575478,0.0006639154012439974,6,0,0,0.0,501206.1666666667,209058.0,207907.0,62.596,0.906793773174286,10474.000000000022,1.198863120025536e-18,-42.148268398267845,0,49.01,0.253793744003051,0.19402864041109774,0.2885265071045953,0.1817562722759675,0.4501771616833467,0.4230939035530983,0.0270832581302484,0.0473162366976156,0.32631279713800315,0.1817562722759675,0.2279182500698004,22.79182500698004,AMAN
2011-07,283524,573103.0,8529.238095238095,69.538,44.03,-2.073999999999998,67.91533333333332,3.454,2.67,4.61,7649731.0,36.95,0.3105777373502177,25.10700909577314,68.1660100199426,6.726980884284255,0.15416931268623912,0.008515408331339014,0.11226447292541986,246078.0,229673.33333333334,2.37621877929605,0,18.49166646550738,-0.004027355891985662,7,1,0,0.0,501206.1666666667,245652.0,224704.0,71.612,0.3105777373502177,37233.000000000015,-0.2981080179120341,-14.403679653678404,0,56.57,0.26870103319188027,0.1323439935460325,0.2885265071045953,0.1797365990053117,0.4309069434947473,0.3906318155137289,0.0402751279810184,0.0453158919528217,0.31667768804370344,0.1797365990053117,0.2188014338343761,21.880143383437613,AMAN
2011-08,258377,440751.0,8525.847826086956,63.662,36.49,-5.875999999999998,68.27066666666666,3.002,2.67,4.79,7649731.0,36.95,0.5347232222557068,0.0,100.0,0.0,-0.08869443151197076,-0.23093929014505243,0.06260641404212963,262517.6666666667,238203.66666666666,1.193215968178324,0,20.959682593848903,-0.0003974879248630492,8,1,0,0.0,501206.1666666667,283524.0,209058.0,69.538,0.3105777373502177,6362.5000000000055,0.11207274245274455,-18.939723320158475,0,51.55,0.44215173928166934,0.1564257474507265,0.09305535554885865,0.188671366150072,0.4458258220923727,0.4107576056962339,0.0350682163961388,0.0713429935191172,0.32413712734251615,0.188671366150072,0.2851145283243331,28.51145283243331,AMAN
2011-09,258440,609633.0,8724.75,60.60600000000001,38.29,-3.0559999999999903,64.60199999999999,3.6800000000000006,2.34,4.61,7649731.0,36.95,0.2052076905965805,0.0,50.0,50.0,0.00024382975264836126,0.38316872792120726,0.07260102844193961,266780.3333333333,246625.83333333334,1.0823673681744235,0,113.87015530558669,0.023329313162786303,9,0,0,0.0,501206.1666666667,258377.0,245652.0,63.662,0.5347232222557068,-12542.000000000002,-0.05268502337681859,97.75595238095343,0,51.56,0.37863297790509975,0.3955727574554596,0.1589584618806839,0.1996876663242137,0.4607447006899982,0.4311684865444357,0.0295762141455625,0.1059813178686348,0.33159656664132886,0.1996876663242137,0.3251114088740709,32.511140887407095,WASPADA
2011-10,247565,526302.0,8864.47619047619,67.46,34.99,6.853999999999985,63.909333333333315,3.744,2.53,4.42,7649731.0,36.95,0.3105777373502177,25.10700909577314,68.1660100199426,6.726980884284255,-0.04207939947376571,-0.13669043506503098,0.07681902011274278,254794.0,250436.0,0.6001296331959168,0,170.17376034574727,0.01601492197211285,10,0,0,0.0,501206.1666666667,258440.0,283524.0,60.60600000000001,0.2052076905965805,-5405.999999999987,-0.11207274245274455,169.31418219461773,0,49.39,0.4088597786058675,0.41227990369798917,0.2885265071045953,0.2229684907975943,0.5795984335177473,0.5449101164119522,0.0346883171057951,0.0751387799741754,0.3910234330552035,0.2229684907975943,0.3605032251671161,36.05032251671161,WASPADA
2011-11,221603,574016.0,8998.181818181818,58.25599999999999,35.85,-9.204,62.107333333333315,3.58,2.99,4.15,7649731.0,36.95,-0.5229447484016418,100.0,0.0,0.0,-0.10486942823096967,0.09065897526515188,0.10878560599616738,242536.0,252526.83333333334,-0.4700480142652736,0,136.72695563260626,0.015083308345875901,11,0,0,0.0,501206.1666666667,247565.0,258377.0,67.46,0.3105777373502177,-18418.499999999967,-0.36407621949911123,136.7159090909111,0,44.21,0.5007085515329193,0.37988722498382543,0.9045889496803283,0.2161819933375316,0.5636228010194566,0.5147460520086528,0.0497799907272064,0.0488767490108039,0.38303561680605813,0.2161819933375316,0.4539859480713092,45.39859480713092,SIAGA
2011-12,253591,554963.0,9053.068181818182,62.044,37.24,3.788000000000004,62.58666666666665,3.264,3.0,3.79,7649731.0,36.95,0.3105777373502177,25.10700909577314,68.1660100199426,6.726980884284255,0.14434822633267608,-0.03319245456572639,0.11590708071691647,240919.66666666666,253850.0,0.70478487773296,0,97.0022740212074,0.006099717114568692,12,1,0,0.0,501206.1666666667,221603.0,258440.0,58.25599999999999,-0.5229447484016418,3012.9999999999804,7.032317941639122e-17,94.29599567099488,0,50.6,0.2757151487331611,0.27577999949124965,0.2885265071045953,0.2073877282917032,0.5409336731522348,0.5222049833029722,0.0674401175726559,0.0187286898492627,0.3716910528724472,0.2073877282917032,0.2633470131715351,26.33470131715351,AMAN
