month,wisman,wisnus,usd_idr_avg,tpk_bintang,tpk_non_bintang,tpk_change_mom,tpk_ma3,lama_menginap_bintang,lama_menginap_non_bintang,inflasi_processed,indonesia_total,bali_share_pct,avg_sentiment_monthly,pct_negative_monthly,pct_positive_monthly,pct_neutral_monthly,wisman_growth_mom,wisnus_growth_mom,wisman_growth_yoy,wisman_ma3,wisman_ma6,wisman_zscore,is_anomaly,usd_volatility_3m,usd_change_mom,month_num,is_peak_season,is_covid_period,bali_share_change,wisman_precovid_mean,wisman_lag_1,wisman_lag_3,tpk_lag_1,sentiment_lag_1,wisman_trend_3m,sentiment_trend_3m,usd_trend_3m,is_postcovid,wisman_recovery_pct,crisis_component_tourism,crisis_component_economy,crisis_component_sentiment,gdelt_crisis_score,economic_risk_score,disaster_risk_score,external_risk_avg,external_risk_max,external_risk_range,crisis_score,crisis_score_100,crisis_level,physical_risk_score,media_risk_score,tourist_perception_score,external_risk_score
2009-01,174541,264915.0,9275.357142857143,47.254,29.32,,,3.082,2.82,9.17,6323730.0,37.72,0.3105777373502177,25.10700909577314,68.1660100199426,6.726980884284255,0.0107375937619189,,0.0966876482762311,,,,0,,,1,0,0,,501206.1666666667,,,,,,,,0,34.82,0.3788071185241625,0.2001921197482727,0.2885265071045953,0.0753966650656452,0.5205591919771302,0.089348567062079,0.3679444935440852,0.7864735500714863,0.7110768850058411,0.3229527826922178,32.29527826922178,WASPADA,0.089348567062079,0.0753966650656452,0.6535163710243083,0.3679444935440852
2009-02,147704,204419.0,9275.357142857143,44.21,24.35,-3.043999999999997,,3.422,2.55,8.6,6323730.0,37.72,0.3105777373502177,25.10700909577314,68.1660100199426,6.726980884284255,-0.1537575698546472,-0.2283600400128342,0.0966876482762311,,,,0,,0.0,2,0,0,0.0,501206.1666666667,174541.0,,47.254,0.3105777373502177,,,,0,29.47,0.488619141500193,0.2154121197482727,0.2885265071045953,0.0971967121585549,0.5205591919771302,0.0927016473135443,0.3622665915050002,0.7386088145707714,0.6459071672572272,0.3750376126236147,37.503761262361465,WASPADA,0.0927016473135443,0.0971967121585549,0.6295840032739508,0.3622665915050002
2009-03,168205,255203.0,9275.357142857143,48.35,32.27,4.140000000000001,46.60466666666667,3.792,3.17,7.92,6323730.0,37.72,0.3105777373502177,25.10700909577314,68.1660100199426,6.726980884284255,0.1387978660022748,0.2484309188480522,0.0966876482762311,163483.33333333334,,,0,0.0,0.0,3,0,0,0.0,501206.1666666667,147704.0,,44.21,0.3105777373502177,-3167.999999999988,3.1971985790353577e-17,7.18995241055243e-13,0,33.56,0.2796791571179414,0.1962704491262242,0.2885265071045953,0.3219804669306175,0.5205591919771302,0.0370397911317429,0.3954403340085983,0.7021818859949027,0.6651420948631598,0.2828639504968089,28.28639504968089,AMAN,0.0370397911317429,0.3219804669306175,0.6113705389860165,0.3954403340085983
2009-04,188776,247100.0,9275.357142857143,53.426,33.41,5.0760000000000005,48.662000000000006,3.614,2.92,7.31,6323730.0,37.72,0.3105777373502177,25.10700909577314,68.1660100199426,6.726980884284255,0.1222971968728634,-0.0317511941474042,0.0966876482762311,168228.33333333334,,,0,0.0,0.0,4,0,0,0.0,501206.1666666667,168205.0,174541.0,48.35,0.3105777373502177,20536.000000000025,3.1971985790353577e-17,7.18995241055243e-13,0,37.66,0.291463759718462,0.1708904491262242,0.2885265071045953,0.1950175081498602,0.5205591919771302,0.0263238092142292,0.3608030318544819,0.701311618076708,0.6749878088624789,0.2748945612362199,27.48945612362199,AMAN,0.0263238092142292,0.1950175081498602,0.6109354050269191,0.3608030318544819
2009-05,190803,289635.0,9275.357142857143,55.382000000000005,33.74,1.956000000000003,52.386,3.9,2.42,6.04,6323730.0,37.72,-0.6684309840202332,100.0,0.0,0.0,0.0107375937619189,0.1721367867260219,0.0966876482762311,182594.66666666663,,,0,0.0,0.0,5,0,0,0.0,501206.1666666667,188776.0,147704.0,53.426,0.3105777373502177,11299.000000000033,-0.4895043606852255,7.18995241055243e-13,0,38.07,0.3711384431281752,0.1611104491262242,0.9336861968040466,0.0394479697439374,0.5205591919771302,0.0337001865927551,0.3114155857575133,0.6519549947162306,0.6182548081234756,0.3629416485211423,36.29416485211423,WASPADA,0.0337001865927551,0.0394479697439374,0.5862570933466804,0.3114155857575133
2009-06,200566,304213.0,9275.357142857143,57.374,32.62,1.991999999999997,55.394000000000005,3.612,2.38,3.65,6323730.0,37.72,0.3105777373502177,25.10700909577314,68.1660100199426,6.726980884284255,0.0511679585750748,0.0503323148100194,0.0966876482762311,193381.66666666663,178432.5,,0,0.0,0.0,6,0,0,0.0,501206.1666666667,190803.0,168205.0,55.382000000000005,-0.6684309840202332,5895.000000000021,8.761323701127214e-17,7.18995241055243e-13,0,40.02,0.3422635060828731,0.1511504491262242,0.2885265071045953,0.0758848894710881,0.5205591919771302,0.0210859450161951,0.3063996633264906,0.608068626841549,0.586982681825354,0.2819387733946066,28.19387733946066,AMAN,0.0210859450161951,0.0758848894710881,0.5643139094093397,0.3063996633264906
2009-07,235198,340610.0,9275.357142857143,57.52,36.66,0.1460000000000008,56.75866666666667,3.736,2.54,2.71,6323730.0,37.72,0.3105777373502177,25.10700909577314,68.1660100199426,6.726980884284255,0.1726713401074957,0.1196431447702761,0.0966876482762311,208855.66666666663,188542.0,,0,0.0,0.0,7,1,0,0.0,501206.1666666667,200566.0,188776.0,57.374,0.3105777373502177,22197.50000000001,0.4895043606852253,7.18995241055243e-13,0,46.93,0.2554870817603711,0.1504204491262242,0.2885265071045953,0.0940315602664158,0.5205591919771302,0.0359002071081429,0.3101331519719434,0.5900416485360851,0.5541414414279422,0.2434535801785713,24.345358017857134,AMAN,0.0359002071081429,0.0940315602664158,0.5553004202566076,0.3101331519719434
2009-08,232255,280972.0,9275.357142857143,64.154,40.85,6.633999999999993,59.68266666666667,3.82,2.76,2.75,6323730.0,37.72,0.3105777373502177,25.10700909577314,68.1660100199426,6.726980884284255,-0.0125128615039243,-0.1750917471595079,0.0966876482762311,222673.0,202633.8333333333,,0,0.0,0.0,8,1,0,0.0,501206.1666666667,235198.0,190803.0,57.52,0.3105777373502177,15844.500000000013,3.1971985790353577e-17,7.18995241055243e-13,0,46.34,0.3877436712822724,0.1380204491262242,0.2885265071045953,0.0836260714468498,0.5205591919771302,0.0302999213301042,0.3175073532532317,0.6355442282588426,0.6052443069287384,0.3013438857196845,30.13438857196845,WASPADA,0.0302999213301042,0.0836260714468498,0.5780517101179864,0.3175073532532317
2009-09,218443,352257.0,9275.357142857143,61.96,36.56,-2.1939999999999955,61.211333333333336,4.081999999999999,2.57,2.83,6323730.0,37.72,0.0,0.0,0.0,100.0,-0.0594691179953068,0.2537085545890694,0.0966876482762311,228632.0,211006.8333333333,,0,0.0,0.0,9,0,0,0.0,501206.1666666667,232255.0,200566.0,64.154,0.3105777373502177,-8377.499999999978,-0.1552888686751089,7.18995241055243e-13,0,43.58,0.4212793308376009,0.1380204491262242,0.2,0.1033561567391636,0.5205591919771302,0.0463945967937614,0.3427499859112988,0.7006899981351402,0.6542954013413789,0.3126308083407362,31.263080834073627,WASPADA,0.0463945967937614,0.1033561567391636,0.6106245950561352,0.3427499859112988
2009-10,221282,330337.0,9275.357142857143,59.21999999999999,32.28,-2.740000000000009,61.778,3.9099999999999993,2.68,2.57,6323730.0,37.72,0.4701136350631714,0.0,100.0,0.0,0.0129965254093744,-0.0622272942766218,0.0966876482762311,223993.3333333333,216424.5,,0,0.0,0.0,10,0,0,0.0,501206.1666666667,218443.0,235198.0,61.96,0.0,-5486.499999999965,0.0797679488564769,7.18995241055243e-13,0,44.15,0.369525138142891,0.1419204491262243,0.1059772729873657,0.0191961925103701,0.5205591919771302,0.0379068755375418,0.3187333371203899,0.6972710884565176,0.6780748959461476,0.2761108191686716,27.611081916867164,AMAN,0.0379068755375418,0.0191961925103701,0.6089151402168239,0.3187333371203899
2009-11,184803,285526.0,9275.357142857143,49.444,29.14,-9.77599999999999,56.87466666666666,3.442,2.58,2.41,6323730.0,37.72,0.3105777373502177,25.10700909577314,68.1660100199426,6.726980884284255,-0.1648529930134399,-0.135652379236961,0.0966876482762311,208176.0,215424.5,,0,0.0,0.0,11,0,0,0.0,501206.1666666667,221282.0,232255.0,59.21999999999999,0.4701136350631714,-16819.999999999978,0.1552888686751088,7.18995241055243e-13,0,36.87,0.4965433748500952,0.1908004491262242,0.2885265071045953,0.014094458232939,0.5205591919771302,0.1970487917750699,0.3506386707312571,0.6708522409398894,0.6567577827069504,0.3701250158208098,37.01250158208098,WASPADA,0.1970487917750699,0.014094458232939,0.5957057164585098,0.3506386707312571
2009-12,222546,365948.0,9275.357142857143,54.580000000000005,33.76,5.136000000000003,54.41466666666667,3.338,2.36,2.78,6323730.0,37.72,-0.4972420036792755,100.0,0.0,0.0,0.2042336975049106,0.2816626156637223,0.0966876482762311,209543.66666666663,219087.8333333333,0.8608478672854406,0,0.0,0.0,12,1,0,0.0,501206.1666666667,184803.0,218443.0,49.444,0.3105777373502177,632.0000000000289,-0.4836778193712235,7.18995241055243e-13,0,44.4,0.2329455814038094,0.1651204491262242,0.8994484007358551,0.120252554042335,0.5205591919771302,0.1269910008310394,0.3753596504721835,0.7336358550382297,0.6133833009958947,0.3111223940812925,31.11223940812925,WASPADA,0.1269910008310394,0.120252554042335,0.6270975235076799,0.3753596504721835
2010-01,179273,349575.0,9275.357142857143,49.938,31.98,-4.642000000000003,51.32066666666668,3.936,2.59,3.72,7002944.0,36.79,0.3965566158294678,0.0,100.0,0.0,-0.1944451933532842,-0.0447413293691999,0.0271111085647497,195540.66666666663,209767.0,-0.7286539176670189,0,0.0,0.0,1,0,0,-0.9299999999999996,501206.1666666667,222546.0,221282.0,54.580000000000005,-0.4972420036792755,-2764.999999999963,0.042989439239625,7.18995241055243e-13,0,35.77,0.5905432017324291,0.1883304491262242,0.1206886768341064,0.1066857869704213,0.0123869783469557,0.1653241942909732,0.2233961255861803,0.6091875427363711,0.5968005643894154,0.3695751458617959,36.95751458617959,WASPADA,0.1653241942909732,0.1066857869704213,0.3107872605416634,0.2233961255861803
2010-02,191926,238789.0,9336.725,53.016,32.84,3.077999999999996,52.51133333333333,3.732,2.63,3.81,7002944.0,36.79,0.3105777373502177,25.10700909577314,68.1660100199426,6.726980884284255,0.070579507231987,-0.3169162554530501,0.2993960894762497,197915.0,203045.5,-0.4911437957398073,0,35.43074884101887,0.0066162257903046,2,0,0,0.0,501206.1666666667,179273.0,184803.0,49.938,0.3965566158294678,-15309.999999999982,0.4039098705147466,30.68392857142988,0,38.29,0.3775143638209646,0.2482058196680083,0.2885265071045953,0.0757734370372237,0.0123869783469557,0.184744853185574,0.2296454754690374,0.6456766333063965,0.6332896549594408,0.3067146644407031,30.671466444070315,WASPADA,0.184744853185574,0.0757734370372237,0.32903180582667607,0.2296454754690374
