date,gdelt_crisis_score,avg_tone,risk_ratio,trend_composite,trend_risk_score,trend_drop_flag,economic_index,economic_risk_score,eq_count,eq_max_magnitude,eq_seismic_energy,eq_risk_score,wx_precip_sum,wx_humidity_mean,bmkg_max_magnitude_30d,bmkg_seismic_energy,earthquake_count,earthquake_count_m5_plus,pvmbg_volcano_status,volcano_status_agung,volcano_status_batur,bmkg_extreme_weather_days,weather_max_rain,weather_max_wind_speed,weather_max_wind_gust,weather_max_temperature,eq_count_log,eq_m5plus_log,rain_log,disaster_risk_score
2014-06-01,0.15348576216728754,2.800545218373105,0.0,29.304347826086957,0.3985827065332257,0,4.107968626496641,0.19811417101165174,13,5.1,71552239.31644234,0.0280337484211401,25.2,84.16666666666667,5.1,44668359.21509626,13,1,0,0,0,0,6.4,21.2,41.4,29.7,2.639057329615259,0.6931471805599453,2.0014800002101243,0.024946191118714173
2014-07-01,0.19524960949885717,2.380926459580798,0.0056433408577878106,31.934782608695652,0.3233666936035309,0,4.107968626496641,0.19811417101165174,13,5.5,247876250.852583,0.03044817169326031,66.6,85.09677419354838,5.5,177827941.00389227,13,2,0,0,0,0,11.4,20.6,41.0,28.5,2.639057329615259,1.0986122886681096,2.517696472610991,0.028848030040673923
2014-08-01,0.20015572201444476,1.8445222744928813,0.0009551098376313276,33.03478260869565,0.2919127245602039,0,4.107968626496641,0.19811417101165174,13,4.6,37393742.13655117,0.027566012519414214,28.9,81.16129032258064,4.6,7943282.347242805,13,0,0,0,0,0,4.4,22.7,45.4,28.9,2.639057329615259,0.0,1.6863989535702286,0.03049428659042567
2014-09-01,0.22507176544865462,1.97002125702269,0.008450704225352112,28.815217391304348,0.41256915521849946,0,4.107968626496641,0.19811417101165174,16,4.9,82948834.152473,0.03495672048850925,2.6,75.4,4.9,22387211.385683425,16,0,0,0,0,0,1.0,19.2,41.0,30.7,2.833213344056216,0.0,0.6931471805599453,0.020312370218041702
2014-10-01,0.18123698667720398,2.180369675561038,0.0,28.206521739130434,0.4299745135823958,0,4.107968626496641,0.19811417101165174,14,5.7,440489450.4025635,0.035341283631257554,7.4,73.16129032258064,5.7,354813389.23357606,14,2,0,0,0,0,1.8,19.3,43.2,32.2,2.70805020110221,1.0986122886681096,1.0296194171811583,0.027826703767568867
2014-11-01,0.17760556854298487,2.72635125780557,0.005106382978723404,28.13913043478261,0.43190153540125564,0,4.107968626496641,0.19811417101165174,5,4.7,26697931.522713836,0.009374440875530896,146.8,84.43333333333334,4.7,11220184.543019652,5,0,0,0,0,0,17.5,15.2,38.9,32.7,1.791759469228055,0.0,2.917770732084279,0.027739436957309748
2014-12-01,0.6754301623167859,2.3101387402900477,0.12275064267352186,29.717391304347824,0.38677192764343893,0,4.107968626496641,0.19811417101165174,12,4.4,24074940.83480716,0.025127997671824324,622.7,92.48387096774194,4.4,3981071.7055349774,12,0,0,0,0,6,175.7,18.0,40.7,29.1,2.5649493574615367,0.0,5.174453379325651,0.18195667620200956
2015-01-01,0.192300672183347,1.961577334721002,0.00031259768677711783,29.543478260869566,0.39174488717598066,0,3.8766031523673528,0.22638881230831198,10,4.8,50704572.9824127,0.020981361835734288,284.9,89.41935483870968,4.8,15848931.924611108,10,0,0,0,0,2,35.8,20.7,46.4,29.1,2.3978952727983707,0.0,3.6054978451748854,0.06806382121174427
2015-02-01,0.32404243709920116,-0.9190373873931325,0.0010102710894089914,27.869565217391305,0.43960962267669546,0,3.8766031523673528,0.22638881230831198,9,5.1,70678805.47036043,0.018999232008460192,296.1,90.21428571428571,5.1,44668359.21509626,9,1,0,0,0,4,28.9,21.2,43.2,28.8,2.302585092994046,0.6931471805599453,3.3978584803966405,0.07189939094264755
2015-03-01,0.4844229667889022,-3.853976254928112,0.008142018152696209,28.713043478260868,0.4154907689438678,0,3.8766031523673528,0.22638881230831198,11,5.0,58317231.00217183,0.023341241862013966,267.8,89.3225806451613,5.0,31622776.60168379,11,1,0,0,0,2,25.2,15.2,37.4,29.0,2.4849066497880004,0.6931471805599453,3.265759410767051,0.044609824702249105
2015-04-01,0.5190332438916487,-4.583767550244518,0.00862173649058895,30.369565217391305,0.368123329396407,0,3.8766031523673528,0.22638881230831198,7,4.3,14035090.3520583,0.013712325452378368,368.1,91.53333333333333,4.3,2818382.9312644494,7,0,0,0,0,8,31.8,12.7,33.5,29.6,2.0794415416798357,0.0,3.4904285153900982,0.08416881965518316
2015-05-01,0.44914033008700344,-3.5614353624497883,0.0026938042502244837,30.93913043478261,0.3518368869273327,0,3.8766031523673528,0.22638881230831198,9,5.0,47650368.502289236,0.018683901194171928,47.9,85.38709677419355,5.0,31622776.60168379,9,1,0,0,0,0,18.7,19.6,39.6,29.1,2.302585092994046,0.6931471805599453,2.9806186357439426,0.0300152962567757
2015-06-01,0.41516867726252765,-2.9228781931763064,0.0013686131386861315,30.793478260869566,0.35600174053583644,0,3.8766031523673528,0.22638881230831198,10,4.9,62038479.12636241,0.02113655820700315,23.2,82.26666666666667,4.9,22387211.385683425,10,0,0,0,0,0,5.8,22.4,44.3,28.9,2.3978952727983707,0.0,1.916922612182061,0.02959132403961238
2015-07-01,0.4241710419142583,-2.844968066501336,0.004434589800443459,32.119565217391305,0.3180829241002051,0,3.8766031523673528,0.22638881230831198,12,5.9,775766634.9158202,0.0354209912569701,9.5,77.70967741935483,5.9,707945784.3841403,12,2,0,0,0,0,3.2,19.4,41.4,30.0,2.5649493574615367,1.0986122886681096,1.4350845252893227,0.02868784305548124
2015-08-01,0.40764601379167986,-2.6033352206550657,0.0030321406913280777,32.97391304347826,0.29365326039659345,0,3.8766031523673528,0.22638881230831198,10,5.3,156934514.5020423,0.02243597962015551,5.800000000000001,75.96774193548387,5.3,89125093.8133744,10,2,0,0,0,0,2.2,22.0,44.3,30.2,2.3978952727983707,1.0986122886681096,1.1631508098056809,0.027716156919377267
2015-09-01,0.4226838087527013,-2.7171653364987085,0.005473453749315818,30.402173913043477,0.3671908994840555,0,3.8766031523673528,0.22638881230831198,7,4.8,25487652.260089945,0.013869146589529513,13.9,74.1,4.8,15848931.924611108,7,0,0,0,0,0,3.7,20.8,43.9,31.2,2.0794415416798357,0.0,1.547562508716013,0.027365224851831436
