month,avg_sentiment,pct_positive,pct_negative,pct_neutral,review_count,avg_rating
2019-03,0.580257378288151,83.50515463917526,8.24742268041237,8.24742268041237,97,4.571428571428571
2019-04,0.5858127838650415,86.04651162790698,8.13953488372093,5.813953488372093,86,4.506172839506172
2019-05,0.46773774254889716,77.14285714285715,16.19047619047619,6.666666666666667,105,4.530612244897959
2019-06,0.497072568855995,78.51239669421489,13.223140495867769,8.264462809917356,121,4.448275862068965
2019-07,0.5385553889935559,82.17821782178217,14.85148514851485,2.9702970297029703,101,4.516129032258065
2019-08,0.5846705350363366,85.04672897196261,9.345794392523365,5.607476635514018,107,4.494623655913978
2019-09,0.3104980663632898,65.20376175548589,19.74921630094044,15.047021943573668,319,3.99009900990099
2019-10,0.3992662773682521,72.3076923076923,19.230769230769234,8.461538461538462,130,4.214953271028038
2019-11,0.5152749197002042,78.94736842105263,11.403508771929824,9.649122807017543,114,4.377358490566038
2019-12,0.45970032317144377,77.47747747747748,18.01801801801802,4.504504504504505,111,4.267326732673268
2020-01,0.3740408610640548,67.71653543307087,21.25984251968504,11.023622047244094,127,4.2631578947368425
2020-02,0.43517928570508957,77.17391304347827,18.478260869565215,4.3478260869565215,92,4.290697674418604
2020-03,0.46066839636211665,77.46478873239437,14.084507042253522,8.450704225352112,71,4.424242424242424
2020-04,0.6797477167386275,92.3076923076923,7.6923076923076925,0.0,13,4.636363636363637
2020-05,0.562371043364207,80.0,13.333333333333334,6.666666666666667,15,4.666666666666667
2020-06,0.38074271380901337,66.66666666666666,25.0,8.333333333333332,12,3.909090909090909
2020-07,0.574317142367363,87.5,6.25,6.25,16,4.25
2020-08,0.4198804676532745,75.0,15.0,10.0,20,4.444444444444445
2020-09,0.43383083695715124,72.72727272727273,9.090909090909092,18.181818181818183,22,4.363636363636363
2020-10,0.6311731367576413,90.2439024390244,4.878048780487805,4.878048780487805,41,4.609756097560975
2020-11,0.4322479688653759,72.54901960784314,17.647058823529413,9.803921568627452,51,4.470588235294118
2020-12,0.6570037701590494,88.63636363636364,6.8181818181818175,4.545454545454546,88,4.758620689655173
2021-01,0.5908706144050315,88.88888888888889,7.4074074074074066,3.7037037037037033,54,4.592592592592593
2021-02,0.5711072487075154,85.36585365853658,9.75609756097561,4.878048780487805,41,4.72972972972973
2021-03,0.5203152865171432,82.0,12.0,6.0,50,4.717391304347826
2021-04,0.5778662680337826,83.33333333333334,10.416666666666668,6.25,48,4.6521739130434785
2021-05,0.6069020501204899,91.07142857142857,8.928571428571429,0.0,56,4.535714285714286
2021-06,0.4489868939556974,75.53191489361703,17.02127659574468,7.446808510638298,94,4.532608695652174
2021-07,0.647853798336453,91.66666666666666,5.555555555555555,2.7777777777777777,36,4.647058823529412
2021-08,0.5209082556622369,83.33333333333334,11.904761904761903,4.761904761904762,42,4.390243902439025
2021-09,0.44585835517838945,72.09302325581395,13.953488372093023,13.953488372093023,43,4.6976744186046515
2021-10,0.5237385088747198,83.11688311688312,11.688311688311687,5.194805194805195,77,4.565789473684211
2021-11,0.5681703480390402,84.61538461538461,6.153846153846154,9.230769230769232,65,4.661290322580645
2021-12,0.5126093991597493,84.0,13.333333333333334,2.666666666666667,75,4.507042253521127
2022-01,0.5052522028193754,82.35294117647058,12.941176470588237,4.705882352941177,85,4.695121951219512
2022-02,0.5018786859733088,79.62962962962963,14.814814814814813,5.555555555555555,54,4.68
2022-03,0.5508509200243723,83.33333333333334,7.142857142857142,9.523809523809524,84,4.584415584415584
2022-04,0.5482921206182049,82.79569892473118,10.75268817204301,6.451612903225806,93,4.593406593406593
2022-05,0.4811712285237653,78.57142857142857,15.476190476190476,5.952380952380952,168,4.423312883435583
2022-06,0.4164594200431791,75.21367521367522,18.803418803418804,5.982905982905983,117,4.370689655172414
2022-07,0.417769219968226,74.67532467532467,19.480519480519483,5.844155844155844,154,4.468085106382978
2022-08,0.3633165329159377,71.25748502994011,23.952095808383234,4.790419161676647,167,4.320754716981132
2022-09,0.40496016372652616,73.52941176470588,19.411764705882355,7.0588235294117645,170,4.398773006134969
2022-10,0.48942228526041653,80.66298342541437,15.469613259668508,3.867403314917127,181,4.457142857142857
2022-11,0.4909761520507543,82.06521739130434,14.130434782608695,3.804347826086957,184,4.482954545454546
2022-12,0.4974040858361913,79.88505747126436,13.793103448275861,6.321839080459771,174,4.42603550295858
2023-01,0.4092993123057001,75.91623036649214,19.895287958115183,4.18848167539267,191,4.374331550802139
2023-02,0.49665181433397626,80.15873015873017,14.285714285714285,5.555555555555555,126,4.508196721311475
2023-03,0.4109594033736932,73.68421052631578,19.736842105263158,6.578947368421052,152,4.337931034482758
2023-04,0.49136273147061815,81.3953488372093,15.69767441860465,2.9069767441860463,172,4.539877300613497
2023-05,0.5011159917558303,81.69014084507043,15.023474178403756,3.286384976525822,213,4.492307692307692
2023-06,0.48982348867500103,80.1526717557252,14.50381679389313,5.343511450381679,262,4.443965517241379
2023-07,0.49710950886501987,80.0,16.470588235294116,3.5294117647058822,255,4.439655172413793
2023-08,0.508622406127301,81.27340823970037,14.232209737827715,4.49438202247191,267,4.532467532467533
2023-09,0.5545474805845417,83.56940509915015,13.314447592067987,3.1161473087818696,353,4.585074626865672
2023-10,0.5133891819176337,82.15767634854771,14.937759336099585,2.904564315352697,241,4.483870967741935
2023-11,0.5317370293009633,82.27848101265823,13.502109704641349,4.219409282700422,237,4.553488372093023
2023-12,0.42909766499032365,77.02127659574468,19.574468085106382,3.404255319148936,235,4.377450980392157
2024-01,0.4816896244267787,80.57851239669421,17.355371900826448,2.066115702479339,242,4.4520547945205475
2024-02,0.5530159391651085,83.75451263537906,12.274368231046932,3.9711191335740073,277,4.6125
2024-03,0.5028874864616242,80.87649402390437,15.139442231075698,3.9840637450199203,251,4.436936936936937
2024-04,0.5730095410208904,86.10038610038609,11.196911196911197,2.7027027027027026,259,4.609649122807017
2024-05,0.5416170880644621,82.93413173652695,13.47305389221557,3.592814371257485,334,4.54180602006689
2024-06,0.5644912210314773,85.75581395348837,12.209302325581394,2.0348837209302326,344,4.605263157894737
2024-07,0.5405581388846937,82.2289156626506,12.951807228915662,4.819277108433735,332,4.561643835616438
2024-08,0.5812586763299498,84.9624060150376,12.030075187969924,3.007518796992481,399,4.655688622754491
2024-09,0.5806759997716823,85.71428571428571,11.528822055137844,2.756892230576441,399,4.589743589743589
2024-10,0.5794141442372055,86.24338624338624,11.64021164021164,2.1164021164021163,378,4.67076923076923
2024-11,0.5731098118404233,85.10158013544017,11.738148984198645,3.160270880361174,443,4.598930481283422
2024-12,0.5455070068845507,84.21052631578947,13.060428849902534,2.729044834307992,513,4.580498866213152
2025-01,0.581473325623153,85.65965583173997,10.325047801147228,4.015296367112811,523,4.626423690205011
2025-02,0.6278728233416554,88.66396761133603,8.704453441295547,2.631578947368421,494,4.740291262135922
2025-03,0.6252464191039977,88.98916967509025,8.844765342960288,2.166064981949458,554,4.7075268817204305
2025-04,0.5786226342301076,85.5595667870036,11.010830324909747,3.429602888086643,554,4.658898305084746
2025-05,0.5859184677137477,86.20689655172413,10.9717868338558,2.8213166144200628,638,4.662408759124087
2025-06,0.6234515663658642,89.04282115869017,8.942065491183879,2.0151133501259446,794,4.725
2025-07,0.5800411891626661,85.73200992555832,10.918114143920596,3.3498759305210917,806,4.63265306122449
2025-08,0.6153946387341519,87.91615289765721,9.3711467324291,2.7127003699136867,811,4.6345864661654135
2025-09,0.5796239688282921,85.71428571428571,11.832611832611832,2.4531024531024532,693,4.644524236983842
2025-10,0.6359754217337378,89.3167701863354,8.322981366459627,2.360248447204969,805,4.7298937784522
2025-11,0.6559128536126537,90.9090909090909,7.002457002457002,2.0884520884520885,814,4.71822358346095
2025-12,0.6177754613177088,87.58389261744966,9.172259507829978,3.2438478747203576,894,4.720833333333333
2026-01,0.6186307948611742,87.75710088148874,9.20666013712047,3.0362389813907935,1021,4.71860465116279
2026-02,0.6647645224715935,90.92945128779395,6.606942889137738,2.463605823068309,893,4.831099195710456
2026-03,0.6589935874771609,90.8207343412527,6.8034557235421165,2.375809935205184,926,4.791891891891892
2026-04,0.6707395279603731,91.56378600823045,5.864197530864197,2.57201646090535,972,4.790155440414508
2026-05,0.6747264928107178,92.03056768558952,6.441048034934497,1.5283842794759825,916,4.758815232722144
