Date,Price,Open,High,Low,Change %
1/4/2012,"9,145.00","9,150.00","9,200.00","9,145.00",0.11%
1/3/2012,"9,135.00","9,115.00","9,165.00","9,115.00",0.61%
1/2/2012,"9,080.00","9,110.00","9,170.00","9,080.00",0.14%
12/30/2011,"9,067.50","9,067.50","9,157.50","9,057.50",-0.06%
12/29/2011,"9,072.50","9,067.50","9,167.50","9,067.50",0.00%
12/28/2011,"9,072.50","9,057.50","9,187.50","9,057.50",-0.03%
12/27/2011,"9,075.00","9,090.00","9,161.00","9,075.00",0.22%
12/26/2011,"9,055.00","9,055.00","9,055.00","9,055.00",0.00%
12/23/2011,"9,055.00","9,065.00","9,065.00","9,010.00",-0.11%
12/22/2011,"9,065.00","9,075.00","9,155.00","9,055.00",-0.06%
12/21/2011,"9,070.00","9,095.00","9,155.00","9,069.00",-0.11%
12/20/2011,"9,080.00","9,090.00","9,180.00","9,080.00",0.17%
12/19/2011,"9,065.00","9,080.00","9,125.00","9,065.00",0.33%
12/16/2011,"9,035.00","9,055.00","9,070.00","8,995.00",-0.61%
12/15/2011,"9,090.00","9,130.00","9,190.00","9,090.00",0.06%
12/14/2011,"9,085.00","9,085.00","9,105.00","9,085.00",0.17%
12/13/2011,"9,070.00","9,090.00","9,100.00","9,070.00",0.22%
12/12/2011,"9,050.00","9,090.00","9,090.00","9,050.00",0.00%
12/9/2011,"9,050.00","9,040.00","9,100.00","9,040.00",0.61%
12/8/2011,"8,995.00","9,035.00","9,085.00","8,995.00",-0.44%
12/7/2011,"9,035.00","9,090.00","9,090.00","9,035.00",0.00%
12/6/2011,"9,035.00","9,030.00","9,090.00","9,030.00",0.00%
12/5/2011,"9,035.00","9,055.00","9,075.00","9,035.00",0.22%
12/2/2011,"9,015.00","9,090.00","9,105.00","9,015.00",0.22%
12/1/2011,"8,995.00","9,075.00","9,105.00","8,995.00",-1.26%
11/30/2011,"9,110.00","9,155.00","9,175.00","9,110.00",-0.49%
11/29/2011,"9,155.00","9,135.00","9,195.00","9,135.00",0.44%
11/28/2011,"9,115.00","9,075.00","9,220.00","9,075.00",0.66%
11/25/2011,"9,055.00","9,005.00","9,150.00","9,005.00",0.72%
11/24/2011,"8,990.00","9,060.00","9,225.00","8,980.00",-0.61%
11/23/2011,"9,045.00","9,035.00","9,085.00","9,035.00",0.00%
11/22/2011,"9,045.00","9,035.00","9,056.00","9,035.00",0.22%
11/21/2011,"9,025.00","9,035.00","9,075.00","9,025.00",0.06%
11/18/2011,"9,020.00","9,030.00","9,060.00","9,020.00",0.22%
11/17/2011,"9,000.00","9,005.00","9,040.00","9,000.00",0.07%
11/16/2011,"8,993.50","9,005.50","9,050.50","8,993.50",-0.02%
11/15/2011,"8,995.00","8,965.00","9,005.00","8,965.00",0.33%
11/14/2011,"8,965.00","8,965.00","8,965.00","8,950.00",-0.03%
11/11/2011,"8,968.00","8,955.00","9,005.00","8,955.00",-0.02%
11/10/2011,"8,970.00","8,905.00","9,035.00","8,905.00",0.90%
11/9/2011,"8,890.00","8,915.00","8,930.00","8,885.00",-0.34%
11/8/2011,"8,920.00","8,950.00","8,960.00","8,920.00",-0.39%
11/7/2011,"8,955.00","8,935.00","8,990.00","8,935.00",0.06%
11/4/2011,"8,950.00","8,955.00","8,965.00","8,949.00",-0.22%
11/3/2011,"8,970.00","8,980.00","8,980.00","8,970.00",0.45%
11/2/2011,"8,930.00","8,905.00","8,975.00","8,905.00",0.41%
11/1/2011,"8,893.50","8,865.50","8,905.50","8,865.50",0.46%
10/31/2011,"8,852.50","8,802.50","8,867.50","8,802.50",0.71%
10/28/2011,"8,790.00","8,815.00","8,840.00","8,790.00",-0.85%
10/27/2011,"8,865.00","8,877.00","8,893.00","8,865.00",-0.09%
10/26/2011,"8,873.00","8,845.00","8,885.00","8,845.00",0.26%
10/25/2011,"8,850.00","8,850.00","8,868.00","8,845.00",0.11%
10/24/2011,"8,840.00","8,855.00","8,890.00","8,840.00",-0.23%
10/21/2011,"8,860.00","8,835.00","8,880.00","8,835.00",0.40%
10/20/2011,"8,825.00","8,820.00","8,850.00","8,820.00",0.28%
10/19/2011,"8,800.00","8,830.00","8,855.00","8,800.00",-0.20%
10/18/2011,"8,817.50","8,832.50","8,857.50","8,817.50",0.00%
10/17/2011,"8,817.50","8,822.50","8,847.50","8,817.50",-0.32%
10/14/2011,"8,846.00","8,852.00","8,892.00","8,846.00",-0.27%
10/13/2011,"8,870.00","8,885.00","8,920.00","8,855.00",-0.64%
10/12/2011,"8,927.50","8,907.50","8,952.50","8,907.50",0.17%
10/11/2011,"8,912.50","8,887.50","8,947.50","8,887.50",0.22%
10/10/2011,"8,892.50","8,937.50","8,967.50","8,892.50",-0.06%
10/7/2011,"8,897.50","8,937.50","8,977.50","8,897.50",-0.08%
10/6/2011,"8,905.00","8,815.00","8,945.00","8,805.00",-0.06%
10/5/2011,"8,910.00","8,900.00","8,970.00","8,900.00",0.06%
10/4/2011,"8,905.00","8,915.00","8,970.00","8,905.00",0.08%
10/3/2011,"8,897.50","8,807.50","8,932.50","8,807.50",1.22%
9/30/2011,"8,790.00","8,810.00","8,840.00","8,790.00",-0.73%
9/29/2011,"8,855.00","8,940.00","8,945.00","8,855.00",-0.39%
9/28/2011,"8,890.00","8,855.00","8,955.00","8,845.00",-0.17%
9/27/2011,"8,905.00","9,055.00","9,055.00","8,905.00",-1.71%
9/26/2011,"9,060.00","8,810.00","9,110.00","8,810.00",3.19%
9/23/2011,"8,780.00","8,770.00","8,920.00","8,650.00",0.20%
9/22/2011,"8,762.50","8,902.50","9,052.50","8,742.50",-1.21%
9/21/2011,"8,870.00","8,860.00","8,960.00","8,860.00",0.34%
9/20/2011,"8,840.00","8,860.00","9,050.00","8,840.00",-0.11%
9/19/2011,"8,850.00","8,810.00","8,880.00","8,790.00",0.97%
9/16/2011,"8,765.00","8,770.00","8,800.00","8,765.00",-0.06%
9/15/2011,"8,770.00","8,740.00","8,800.00","8,740.00",0.57%
9/14/2011,"8,720.00","8,645.00","8,765.00","8,645.00",0.98%
9/13/2011,"8,635.00","8,620.00","8,650.00","8,615.00",0.41%
9/12/2011,"8,600.00","8,585.00","8,620.00","8,585.00",0.35%
9/9/2011,"8,570.00","8,575.00","8,578.00","8,565.00",0.02%
9/8/2011,"8,568.00","8,557.00","8,575.00","8,557.00",0.15%
9/7/2011,"8,555.00","8,565.00","8,580.00","8,555.00",0.02%
9/6/2011,"8,553.00","8,560.00","8,577.00","8,553.00",0.15%
9/5/2011,"8,540.00","8,535.00","8,545.00","8,535.00",0.08%
9/2/2011,"8,533.00","8,533.00","8,533.00","8,533.00",0.00%
9/1/2011,"8,533.00","8,533.00","8,533.00","8,533.00",0.00%
8/31/2011,"8,533.00","8,533.00","8,533.00","8,533.00",0.00%
8/30/2011,"8,533.00","8,533.00","8,533.00","8,533.00",0.00%
8/29/2011,"8,533.00","8,533.00","8,533.00","8,533.00",0.00%
8/26/2011,"8,533.00","8,590.00","8,590.00","8,533.00",-0.55%
8/25/2011,"8,580.00","8,555.00","8,585.00","8,555.00",0.37%
8/24/2011,"8,548.00","8,540.00","8,553.00","8,540.00",0.12%
8/23/2011,"8,537.50","8,542.50","8,557.50","8,537.50",-0.06%
8/22/2011,"8,542.50","8,549.50","8,554.50","8,542.50",-0.09%
8/19/2011,"8,550.00","8,555.00","8,564.00","8,550.00",0.18%
8/18/2011,"8,535.00","8,532.00","8,547.00","8,530.00",0.06%
8/17/2011,"8,530.00","8,530.00","8,530.00","8,530.00",0.00%
8/16/2011,"8,530.00","8,525.00","8,533.00","8,525.00",-0.07%
8/15/2011,"8,536.00","8,535.00","8,546.00","8,535.00",-0.08%
8/12/2011,"8,543.00","8,537.00","8,560.00","8,537.00",0.09%
8/11/2011,"8,535.00","8,535.00","8,560.00","8,535.00",0.12%
8/10/2011,"8,525.00","8,525.00","8,540.00","8,515.00",-0.22%
8/9/2011,"8,544.00","8,544.00","8,559.00","8,534.00",0.46%
8/8/2011,"8,505.00","8,515.00","8,556.00","8,505.00",-0.12%
8/5/2011,"8,515.00","8,505.00","8,570.00","8,505.00",0.19%
8/4/2011,"8,499.00","8,474.00","8,499.00","8,470.00",0.22%
8/3/2011,"8,480.00","8,488.00","8,495.00","8,480.00",0.15%
8/2/2011,"8,467.50","8,462.50","8,472.50","8,457.50",0.09%
8/1/2011,"8,460.00","8,493.00","8,493.00","8,460.00",-0.47%
7/29/2011,"8,500.00","8,505.00","8,515.00","8,496.00",0.01%
7/28/2011,"8,499.00","8,491.00","8,510.00","8,491.00",0.14%
7/27/2011,"8,487.50","8,492.50","8,493.50","8,482.50",-0.21%
7/26/2011,"8,505.00","8,529.00","8,529.00","8,500.00",-0.21%
7/25/2011,"8,523.00","8,530.00","8,536.00","8,523.00",-0.05%
7/22/2011,"8,527.00","8,525.00","8,533.00","8,525.00",-0.08%
7/21/2011,"8,534.00","8,540.00","8,544.00","8,534.00",-0.01%
7/20/2011,"8,535.00","8,550.00","8,550.00","8,535.00",-0.15%
7/19/2011,"8,547.50","8,542.50","8,562.50","8,542.50",-0.12%
7/18/2011,"8,558.00","8,550.00","8,568.00","8,550.00",0.28%
7/15/2011,"8,534.00","8,530.00","8,553.00","8,530.00",0.02%
7/14/2011,"8,532.00","8,542.00","8,542.00","8,527.00",-0.18%
7/13/2011,"8,547.50","8,557.50","8,567.50","8,547.50",-0.23%
7/12/2011,"8,567.00","8,540.00","8,580.00","8,538.00",0.48%
7/11/2011,"8,526.00","8,526.00","8,530.00","8,517.00",0.16%
7/8/2011,"8,512.50","8,522.50","8,527.50","8,512.50",-0.25%
7/7/2011,"8,533.50","8,536.50","8,541.50","8,531.50",-0.08%
7/6/2011,"8,540.00","8,538.00","8,540.00","8,527.00",0.03%
7/5/2011,"8,537.50","8,527.50","8,545.50","8,527.50",0.18%
7/4/2011,"8,522.50","8,527.50","8,527.50","8,512.50",-0.27%
7/1/2011,"8,545.50","8,575.50","8,575.50","8,540.50",-0.36%
6/30/2011,"8,576.50","8,598.50","8,603.50","8,576.50",-0.47%
6/29/2011,"8,617.00","8,617.00","8,617.00","8,617.00",0.00%
6/28/2011,"8,617.00","8,621.00","8,631.00","8,617.00",-0.03%
6/27/2011,"8,620.00","8,615.00","8,628.00","8,615.00",0.23%
6/24/2011,"8,600.00","8,605.00","8,610.00","8,600.00",0.00%
6/23/2011,"8,600.00","8,605.00","8,609.00","8,600.00",0.12%
6/22/2011,"8,589.50","8,592.50","8,602.50","8,587.50",-0.09%
6/21/2011,"8,597.00","8,590.00","8,605.00","8,590.00",-0.21%
6/20/2011,"8,615.00","8,580.00","8,615.00","8,575.00",0.37%
6/17/2011,"8,583.00","8,595.00","8,610.00","8,583.00",-0.06%
6/16/2011,"8,588.00","8,560.00","8,602.00","8,560.00",0.47%
6/15/2011,"8,547.50","8,532.50","8,552.50","8,525.50",0.16%
6/14/2011,"8,534.00","8,536.00","8,541.00","8,531.00",-0.06%
6/13/2011,"8,539.50","8,532.50","8,546.50","8,526.50",0.26%
6/10/2011,"8,517.50","8,521.50","8,521.50","8,511.50",-0.03%
6/9/2011,"8,520.00","8,517.00","8,528.00","8,517.00",0.04%
6/8/2011,"8,516.50","8,516.50","8,524.50","8,507.50",0.01%
6/7/2011,"8,515.50","8,517.50","8,532.50","8,515.50",0.09%
6/6/2011,"8,507.50","8,509.50","8,512.50","8,502.50",-0.15%
6/3/2011,"8,520.50","8,534.50","8,539.50","8,520.50",-0.29%
6/2/2011,"8,545.00","8,540.00","8,545.00","8,540.00",0.11%
6/1/2011,"8,535.50","8,538.50","8,543.50","8,533.50",0.00%
5/31/2011,"8,535.50","8,533.50","8,541.50","8,533.50",-0.11%
5/30/2011,"8,544.50","8,554.50","8,554.50","8,544.50",-0.18%
5/27/2011,"8,560.00","8,575.00","8,577.00","8,560.00",-0.20%
5/26/2011,"8,577.00","8,577.00","8,579.00","8,572.00",-0.17%
5/25/2011,"8,592.00","8,570.00","8,610.00","8,570.00",0.29%
5/24/2011,"8,567.00","8,572.00","8,574.00","8,562.00",-0.09%
5/23/2011,"8,574.50","8,557.50","8,582.50","8,557.50",0.43%
5/20/2011,"8,537.50","8,547.50","8,547.50","8,529.50",-0.18%
5/19/2011,"8,552.50","8,547.50","8,554.50","8,541.50",-0.08%
5/18/2011,"8,559.50","8,559.50","8,562.50","8,547.50",-0.15%
5/17/2011,"8,572.50","8,572.50","8,572.50","8,572.50",0.00%
5/16/2011,"8,572.50","8,567.50","8,572.50","8,562.50",0.35%
5/13/2011,"8,542.50","8,557.50","8,567.50","8,539.50",-0.29%
5/12/2011,"8,567.50","8,532.50","8,567.50","8,532.50",0.48%
5/11/2011,"8,526.50","8,549.50","8,549.50","8,526.50",-0.36%
5/10/2011,"8,557.50","8,557.50","8,562.50","8,549.50",0.05%
5/9/2011,"8,553.50","8,568.50","8,568.50","8,543.50",-0.28%
5/6/2011,"8,577.50","8,572.50","8,592.50","8,567.50",0.13%
5/5/2011,"8,566.00","8,566.00","8,568.00","8,551.00",0.18%
5/4/2011,"8,551.00","8,547.00","8,562.00","8,547.00",0.10%
5/3/2011,"8,542.50","8,552.50","8,560.50","8,537.50",-0.06%
5/2/2011,"8,547.50","8,541.50","8,551.50","8,541.50",-0.19%
4/29/2011,"8,564.00","8,581.00","8,591.00","8,561.00",-0.22%
4/28/2011,"8,582.50","8,607.50","8,612.50","8,572.50",-0.52%
4/27/2011,"8,627.50","8,627.50","8,632.50","8,622.50",-0.29%
4/26/2011,"8,652.50","8,622.50","8,692.50","8,622.50",0.35%
4/25/2011,"8,622.50","8,622.50","8,630.50","8,602.50",-0.06%
4/22/2011,"8,627.50","8,627.50","8,627.50","8,627.50",0.00%
4/21/2011,"8,627.50","8,639.50","8,640.50","8,612.50",-0.26%
4/20/2011,"8,650.00","8,665.00","8,665.00","8,647.00",-0.30%
4/19/2011,"8,676.00","8,682.00","8,688.00","8,676.00",0.03%
4/18/2011,"8,673.50","8,660.50","8,679.50","8,660.50",0.13%
4/15/2011,"8,662.50","8,660.50","8,667.50","8,652.50",-0.03%
4/14/2011,"8,665.50","8,657.50","8,667.50","8,652.50",0.10%
4/13/2011,"8,656.50","8,657.50","8,673.50","8,642.50",-0.01%
4/12/2011,"8,657.50","8,652.50","8,670.50","8,652.50",0.05%
4/11/2011,"8,653.50","8,642.50","8,653.50","8,637.50",-0.01%
4/8/2011,"8,654.00","8,668.00","8,670.00","8,646.00",-0.27%
4/7/2011,"8,677.50","8,647.50","8,677.50","8,647.50",0.28%
4/6/2011,"8,653.50","8,651.50","8,653.50","8,646.50",-0.10%
4/5/2011,"8,662.50","8,664.50","8,672.50","8,660.50",0.00%
4/4/2011,"8,662.50","8,677.50","8,679.50","8,660.50",-0.43%
4/1/2011,"8,699.50","8,700.50","8,703.50","8,694.50",-0.09%
3/31/2011,"8,707.50","8,707.50","8,713.50","8,702.50",-0.13%
3/30/2011,"8,719.00","8,713.00","8,719.00","8,713.00",-0.04%
3/29/2011,"8,722.50","8,707.50","8,722.50","8,707.50",0.09%
3/28/2011,"8,714.50","8,717.50","8,722.50","8,710.50",0.01%
3/25/2011,"8,713.50","8,705.50","8,714.50","8,700.50",-0.04%
3/24/2011,"8,717.00","8,721.00","8,728.00","8,716.00",-0.05%
3/23/2011,"8,721.50","8,722.50","8,727.50","8,707.50",-0.02%
3/22/2011,"8,723.50","8,710.50","8,723.50","8,705.50",0.00%
3/21/2011,"8,723.50","8,763.50","8,763.50","8,723.50",-0.53%
3/18/2011,"8,770.00","8,780.00","8,780.00","8,770.00",-0.11%
3/17/2011,"8,780.00","8,795.00","8,802.00","8,780.00",0.06%
3/16/2011,"8,775.00","8,790.00","8,805.00","8,775.00",-0.01%
3/15/2011,"8,776.00","8,749.00","8,789.00","8,749.00",0.15%
3/14/2011,"8,762.50","8,774.50","8,775.50","8,759.50",-0.17%
3/11/2011,"8,777.00","8,787.00","8,792.00","8,777.00",-0.07%
3/10/2011,"8,783.50","8,772.50","8,787.50","8,769.50",0.00%
3/9/2011,"8,783.50","8,788.50","8,793.50","8,763.50",-0.05%
3/8/2011,"8,788.00","8,786.00","8,791.00","8,781.00",0.02%
3/7/2011,"8,786.00","8,781.00","8,791.00","8,781.00",-0.05%
3/4/2011,"8,790.50","8,790.50","8,794.50","8,780.50",-0.17%
3/3/2011,"8,805.50","8,803.50","8,812.50","8,802.50",-0.08%
3/2/2011,"8,812.50","8,812.50","8,827.50","8,811.50",0.00%
3/1/2011,"8,812.50","8,807.50","8,822.50","8,807.50",-0.10%
2/28/2011,"8,821.50","8,828.50","8,833.50","8,803.50",-0.23%
2/25/2011,"8,841.50","8,858.50","8,865.50","8,833.50",-0.32%
2/24/2011,"8,870.00","8,857.00","8,885.00","8,857.00",0.18%
2/23/2011,"8,854.50","8,877.50","8,877.50","8,852.50",-0.25%
2/22/2011,"8,877.00","8,870.00","8,887.00","8,867.00",0.22%
2/21/2011,"8,857.50","8,852.50","8,857.50","8,842.50",0.00%
2/18/2011,"8,857.50","8,877.50","8,877.50","8,852.50",-0.34%
2/17/2011,"8,887.50","8,877.50","8,887.50","8,875.50",-0.08%
2/16/2011,"8,895.00","8,908.00","8,909.00","8,888.00",-0.22%
2/15/2011,"8,914.50","8,914.50","8,914.50","8,914.50",0.00%
2/14/2011,"8,914.50","8,927.50","8,927.50","8,909.50",-0.21%
2/11/2011,"8,933.50","8,928.50","8,938.50","8,923.50",0.07%
2/10/2011,"8,927.50","8,932.50","8,937.50","8,922.50",-0.03%
2/9/2011,"8,930.00","8,923.00","8,937.00","8,917.00",0.06%
2/8/2011,"8,925.00","8,940.00","8,940.00","8,915.00",-0.34%
2/7/2011,"8,955.00","8,983.00","8,988.00","8,953.00",-0.42%
2/4/2011,"8,992.50","9,027.50","9,032.50","8,992.50",-0.32%
2/3/2011,"9,021.00","9,021.00","9,021.00","9,021.00",0.00%
2/2/2011,"9,021.00","9,001.00","9,021.00","9,001.00",-0.18%
2/1/2011,"9,037.50","9,032.50","9,044.50","9,032.50",-0.12%
1/31/2011,"9,048.00","9,045.00","9,064.00","9,045.00",0.22%
1/28/2011,"9,028.00","9,020.00","9,038.00","9,020.00",0.01%
1/27/2011,"9,027.00","9,030.00","9,037.00","9,020.00",-0.07%
1/26/2011,"9,033.00","9,045.00","9,046.00","9,033.00",-0.04%
1/25/2011,"9,036.50","9,061.50","9,061.50","9,036.50",-0.29%
1/24/2011,"9,063.00","9,055.00","9,065.00","9,055.00",0.01%
1/21/2011,"9,062.00","9,075.00","9,075.00","9,062.00",0.02%
1/20/2011,"9,060.00","9,065.00","9,074.00","9,060.00",0.11%
1/19/2011,"9,050.00","9,050.00","9,055.00","9,040.00",-0.04%
1/18/2011,"9,054.00","9,065.00","9,074.00","9,054.00",-0.07%
1/17/2011,"9,060.00","9,065.00","9,070.00","9,060.00",0.09%
1/14/2011,"9,052.00","9,065.00","9,069.00","9,052.00",0.02%
1/13/2011,"9,050.00","9,025.00","9,050.00","9,025.00",0.22%
1/12/2011,"9,030.00","9,055.00","9,060.00","9,030.00",-0.15%
1/11/2011,"9,044.00","9,075.00","9,093.00","9,044.00",-0.08%
1/10/2011,"9,051.00","9,025.00","9,062.00","9,025.00",0.26%
1/7/2011,"9,027.50","9,002.50","9,027.50","8,997.50",0.33%
1/6/2011,"8,997.50","8,987.50","8,998.50","8,984.50",0.15%
1/5/2011,"8,984.00","8,980.00","8,993.00","8,978.00",-0.02%
1/4/2011,"8,986.00","8,979.00","8,986.00","8,974.00",-0.04%
1/3/2011,"8,990.00","8,985.00","8,990.00","8,960.00",-0.22%
12/31/2010,"9,010.00","8,997.00","9,010.00","8,995.00",0.17%
12/30/2010,"8,995.00","8,985.00","8,995.00","8,975.00",-0.07%
12/29/2010,"9,001.50","9,016.50","9,021.50","8,996.50",-0.18%
12/28/2010,"9,017.50","9,035.50","9,037.50","9,017.50",-0.23%
12/27/2010,"9,038.00","9,033.00","9,043.00","9,033.00",-0.04%
12/24/2010,"9,042.00","9,042.00","9,042.00","9,042.00",0.00%
12/23/2010,"9,042.00","9,048.00","9,053.00","9,042.00",0.00%
12/22/2010,"9,042.00","9,047.00","9,055.00","9,042.00",0.00%
12/21/2010,"9,042.00","9,045.00","9,049.00","9,042.00",-0.01%
12/20/2010,"9,043.00","9,047.00","9,053.00","9,043.00",0.09%
12/17/2010,"9,034.50","9,037.50","9,037.50","9,027.50",0.00%
12/16/2010,"9,034.50","9,027.50","9,040.50","9,027.50",0.13%
12/15/2010,"9,022.50","9,014.50","9,025.50","9,012.50",0.14%
12/14/2010,"9,009.50","9,011.50","9,011.50","9,006.50",-0.08%
12/13/2010,"9,016.50","9,016.50","9,022.50","9,015.50",-0.06%
12/10/2010,"9,022.00","9,015.00","9,024.00","9,012.00",0.07%
12/9/2010,"9,015.50","9,011.50","9,016.50","9,002.50",-0.05%
12/8/2010,"9,020.00","9,012.00","9,024.00","9,012.00",0.11%
12/7/2010,"9,010.00","9,010.00","9,010.00","9,010.00",0.00%
12/6/2010,"9,010.00","8,995.00","9,015.00","8,995.00",-0.08%
12/3/2010,"9,017.50","9,002.50","9,020.50","9,002.50",0.02%
12/2/2010,"9,015.50","9,002.50","9,024.50","9,002.50",-0.03%
12/1/2010,"9,018.50","9,036.50","9,041.50","9,016.50",-0.17%
11/30/2010,"9,034.00","9,015.00","9,041.00","9,015.00",0.21%
11/29/2010,"9,015.50","9,012.50","9,040.50","9,002.50",0.12%
11/26/2010,"9,005.00","8,965.00","9,005.00","8,965.00",0.42%
11/25/2010,"8,967.50","8,962.50","8,967.50","8,955.50",0.06%
11/24/2010,"8,962.50","8,987.50","8,987.50","8,942.50",-0.11%
11/23/2010,"8,972.50","8,932.50","8,977.50","8,932.50",0.48%
11/22/2010,"8,929.50","8,921.50","8,932.50","8,921.50",-0.02%
11/19/2010,"8,931.50","8,934.50","8,937.50","8,924.50",-0.12%
11/18/2010,"8,942.50","8,957.50","8,960.50","8,942.50",-0.03%
11/17/2010,"8,945.50","8,945.50","8,945.50","8,945.50",0.00%
11/16/2010,"8,945.50","8,970.50","8,972.50","8,942.50",-0.25%
11/15/2010,"8,967.50","8,927.50","8,967.50","8,927.50",0.48%
11/12/2010,"8,924.50","8,902.50","8,929.50","8,902.50",0.30%
11/11/2010,"8,897.50","8,882.50","8,899.50","8,882.50",0.10%
11/10/2010,"8,889.00","8,906.00","8,911.00","8,881.00",-0.16%
11/9/2010,"8,903.50","8,909.50","8,913.50","8,900.50",-0.01%
11/8/2010,"8,904.50","8,897.50","8,915.50","8,897.50",-0.01%
11/5/2010,"8,905.00","8,900.00","8,905.00","8,900.00",-0.06%
11/4/2010,"8,910.00","8,910.00","8,917.00","8,900.00",-0.13%
11/3/2010,"8,922.00","8,921.00","8,924.00","8,916.00",-0.02%
11/2/2010,"8,924.00","8,926.00","8,929.00","8,920.00",0.01%
11/1/2010,"8,923.00","8,927.00","8,927.00","8,920.00",-0.16%
10/29/2010,"8,937.50","8,929.50","8,937.50","8,927.50",0.04%
10/28/2010,"8,934.00","8,936.00","8,941.00","8,929.00",-0.10%
10/27/2010,"8,943.00","8,925.00","8,947.00","8,925.00",0.33%
10/26/2010,"8,913.50","8,906.50","8,916.50","8,906.50",0.07%
10/25/2010,"8,907.50","8,927.50","8,931.50","8,902.50",-0.33%
10/22/2010,"8,937.00","8,932.00","8,939.00","8,930.00",0.09%
10/21/2010,"8,929.00","8,926.00","8,936.00","8,926.00",-0.04%
10/20/2010,"8,932.50","8,925.50","8,940.50","8,925.50",0.07%
10/19/2010,"8,926.00","8,923.00","8,929.00","8,921.00",-0.08%
10/18/2010,"8,933.00","8,922.00","8,934.00","8,922.00",0.12%
10/15/2010,"8,922.50","8,921.50","8,927.50","8,916.50",0.00%
10/14/2010,"8,922.50","8,922.50","8,922.50","8,922.50",-0.01%
10/13/2010,"8,923.00","8,928.00","8,929.00","8,923.00",-0.19%
10/12/2010,"8,940.00","8,928.00","8,940.00","8,923.00",0.20%
10/11/2010,"8,922.50","8,922.50","8,923.50","8,919.50",-0.11%
10/8/2010,"8,932.50","8,922.50","8,932.50","8,921.50",0.11%
10/7/2010,"8,922.50","8,922.50","8,927.50","8,922.50",-0.01%
10/6/2010,"8,923.00","8,923.00","8,925.00","8,921.00",-0.13%
10/5/2010,"8,934.50","8,928.50","8,953.50","8,928.50",0.09%
10/4/2010,"8,926.50","8,921.50","8,928.50","8,921.50",0.04%
10/1/2010,"8,922.50","8,920.50","8,922.50","8,920.50",-0.03%
9/30/2010,"8,925.00","8,925.00","8,930.00","8,915.00",-0.11%
9/29/2010,"8,934.50","8,952.50","8,952.50","8,928.50",-0.21%
9/28/2010,"8,953.50","8,952.50","8,957.50","8,952.50",0.04%
9/27/2010,"8,949.50","8,952.50","8,954.50","8,948.50",-0.04%
9/24/2010,"8,953.50","8,959.50","8,959.50","8,950.50",-0.06%
9/23/2010,"8,959.00","8,951.00","8,959.00","8,949.00",0.02%
9/22/2010,"8,957.50","8,952.50","8,957.50","8,949.50",-0.12%
9/21/2010,"8,968.00","8,968.00","8,980.00","8,963.00",-0.11%
9/20/2010,"8,978.00","8,979.00","8,982.00","8,974.00",-0.10%
9/17/2010,"8,987.00","8,980.00","8,990.00","8,978.00",0.10%
9/16/2010,"8,978.00","8,980.00","8,992.00","8,977.00",-0.11%
9/15/2010,"8,988.00","8,953.00","8,998.00","8,953.00",0.13%
9/14/2010,"8,976.00","8,989.00","8,989.00","8,948.00",-0.27%
9/13/2010,"9,000.00","9,000.00","9,000.00","9,000.00",0.00%
9/10/2010,"9,000.00","9,000.00","9,000.00","9,000.00",0.00%
9/9/2010,"9,000.00","9,000.00","9,000.00","9,000.00",0.00%
9/8/2010,"9,000.00","9,020.00","9,023.00","8,994.00",-0.19%
9/7/2010,"9,017.00","9,002.00","9,022.00","9,001.00",0.17%
9/6/2010,"9,002.00","8,989.00","9,002.00","8,979.00",-0.02%
9/3/2010,"9,004.00","9,007.00","9,017.00","8,992.00",-0.07%
9/2/2010,"9,010.50","8,997.50","9,012.50","8,990.50",-0.02%
9/1/2010,"9,012.50","9,037.50","9,038.50","8,996.50",-0.25%
8/31/2010,"9,035.00","9,025.00","9,050.00","9,020.00",0.23%
8/30/2010,"9,014.50","9,012.50","9,022.50","9,001.50",-0.01%
8/27/2010,"9,015.00","8,987.00","9,030.00","8,987.00",0.31%
8/26/2010,"8,987.50","8,977.50","8,992.50","8,972.50",0.13%
8/25/2010,"8,976.00","8,974.00","8,981.00","8,971.00",-0.02%
8/24/2010,"8,977.50","8,972.50","8,982.50","8,967.50",0.12%
8/23/2010,"8,967.00","8,977.00","8,987.00","8,967.00",-0.06%
8/20/2010,"8,972.50","8,967.50","8,973.50","8,958.50",0.11%
8/19/2010,"8,962.50","8,962.50","8,972.50","8,937.50",-0.09%
8/18/2010,"8,970.50","8,950.50","8,972.50","8,950.50",-0.11%
8/17/2010,"8,980.00","8,980.00","8,980.00","8,980.00",0.00%
8/16/2010,"8,980.00","8,985.00","8,997.00","8,977.00",0.11%
8/13/2010,"8,970.00","9,005.00","9,010.00","8,965.00",-0.44%
8/12/2010,"9,010.00","8,960.00","9,020.00","8,960.00",0.41%
8/11/2010,"8,973.00","8,960.00","8,985.00","8,945.00",0.20%
8/10/2010,"8,955.00","8,940.00","8,962.00","8,940.00",0.24%
8/9/2010,"8,933.50","8,926.50","8,937.50","8,923.50",-0.05%
8/6/2010,"8,938.00","8,937.00","8,942.00","8,927.00",0.01%
8/5/2010,"8,937.50","8,947.50","8,966.50","8,924.50",-0.08%
8/4/2010,"8,945.00","8,938.00","8,963.00","8,936.00",0.07%
8/3/2010,"8,938.50","8,932.50","8,949.50","8,932.50",-0.07%
