time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,wind_speed_10m_max,wind_gusts_10m_max,relative_humidity_2m_mean,latitude,longitude,timezone,source,extreme_weather_score,extreme_weather_category,is_extreme_weather_day,extreme_weather_reason
2009-12-22,29.1,22.9,25.1,6.6,6.6,11.8,30.2,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2009-12-23,28.8,23.2,25.4,3.0,3.0,7.6,31.0,86,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2009-12-24,28.3,22.9,25.4,2.0,2.0,11.5,25.9,86,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2009-12-25,29.2,23.5,25.4,9.5,9.5,12.1,28.4,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2009-12-26,28.6,23.2,25.0,9.0,9.0,10.2,28.1,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2009-12-27,28.6,23.6,25.2,3.5,3.5,8.4,27.0,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2009-12-28,28.1,23.4,25.1,4.4,4.4,11.6,28.8,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2009-12-29,27.1,22.8,24.6,8.0,8.0,6.1,25.2,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2009-12-30,28.0,22.9,24.6,17.2,17.2,7.3,29.2,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2009-12-31,28.3,22.6,24.9,12.4,12.4,11.3,30.6,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-01,28.6,22.7,25.0,12.9,12.9,7.9,30.2,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-02,29.1,22.9,25.8,3.2,3.2,9.0,27.0,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-03,29.7,23.6,25.9,7.8,7.8,11.0,32.0,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-04,29.2,24.2,25.9,5.7,5.7,13.8,32.0,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-05,29.0,23.7,25.6,5.2,5.2,11.0,29.5,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-06,27.1,23.8,24.5,10.4,10.4,9.0,22.3,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-07,28.1,23.5,24.8,8.9,8.9,12.6,31.0,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-08,27.3,23.1,24.7,6.5,6.5,11.2,26.3,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-09,26.6,22.9,24.3,12.6,12.6,12.6,28.4,95,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-10,28.1,22.8,24.4,8.1,8.1,12.7,31.3,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-11,27.4,22.8,24.3,13.1,13.1,18.0,38.5,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-12,27.9,22.9,24.5,3.3,3.3,18.9,44.6,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,30,MEDIUM,0,Hembusan angin kencang
2010-01-13,27.6,23.0,24.4,6.8,6.8,17.4,44.3,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,30,MEDIUM,0,Hembusan angin kencang
2010-01-14,29.4,23.0,25.3,6.8,6.8,12.7,39.6,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-15,28.1,23.1,25.0,10.8,10.8,8.6,35.3,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-16,28.5,23.3,25.2,5.2,5.2,13.2,40.0,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,30,MEDIUM,0,Hembusan angin kencang
2010-01-17,29.7,23.1,25.6,1.8,1.8,10.7,39.2,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-18,28.1,23.7,25.2,3.5,3.5,10.2,34.9,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-19,27.6,22.9,24.7,3.5,3.5,17.1,36.4,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-20,28.6,22.5,25.3,0.2,0.2,14.6,33.5,85,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-21,28.5,23.0,25.1,7.1,7.1,11.5,30.2,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-22,27.2,23.3,24.7,17.0,17.0,7.1,27.7,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-23,28.4,22.8,24.8,12.3,12.3,16.1,34.2,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-24,28.0,23.4,25.0,10.3,10.3,10.3,30.2,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-25,27.7,22.8,24.5,26.2,26.2,11.5,28.4,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2010-01-26,26.8,23.1,24.2,10.2,10.2,11.5,27.0,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-27,27.4,22.8,24.4,25.7,25.7,12.5,30.2,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2010-01-28,28.2,22.8,24.7,18.0,18.0,10.6,32.8,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-29,27.7,23.0,24.5,24.5,24.5,10.7,29.9,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2010-01-30,29.0,23.0,25.0,13.8,13.8,10.0,28.1,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-01-31,28.0,23.2,24.9,12.0,12.0,9.8,31.3,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-02-01,26.5,23.6,24.7,8.8,8.8,12.5,28.1,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-02-02,28.0,23.5,24.9,7.5,7.5,13.4,31.3,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-02-03,28.6,23.4,25.3,3.5,3.5,9.7,27.7,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-02-04,28.0,23.5,24.8,26.0,26.0,7.2,28.8,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2010-02-05,28.1,23.1,24.6,52.5,52.5,9.4,30.2,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,90,EXTREME,1,"Curah hujan lebat, Hujan harian tinggi"
2010-02-06,26.6,23.1,24.3,37.3,37.3,6.2,31.3,95,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2010-02-07,26.9,23.0,24.5,11.5,11.5,7.8,22.7,95,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-02-08,27.9,23.1,24.8,22.6,22.6,6.9,31.3,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2010-02-09,28.9,23.2,25.2,13.6,13.6,8.7,30.2,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-02-10,29.3,23.7,25.7,4.8,4.8,10.7,28.4,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-02-11,28.8,23.8,25.6,7.3,7.3,7.1,25.9,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-02-12,27.9,23.5,25.4,10.6,10.6,9.5,26.6,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-02-13,28.6,23.8,25.3,12.4,12.4,10.6,28.8,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-02-14,28.7,23.8,25.3,22.3,22.3,6.9,28.8,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2010-02-15,28.1,23.3,25.1,5.0,5.0,9.9,26.3,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-02-16,28.9,23.8,25.8,1.4,1.4,8.0,25.2,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-02-17,28.5,23.8,25.4,11.0,11.0,9.9,26.3,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-02-18,27.9,23.7,25.1,23.6,23.6,8.9,28.1,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2010-02-19,28.9,23.3,25.0,11.0,11.0,8.0,27.4,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-02-20,27.0,23.4,25.1,5.0,5.0,8.6,26.6,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-02-21,28.6,23.3,25.5,8.6,8.6,8.1,29.5,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-02-22,29.0,23.6,25.4,11.0,11.0,10.1,31.0,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-02-23,28.9,23.5,25.4,7.0,7.0,12.1,29.9,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-02-24,28.8,24.2,25.6,8.7,8.7,9.5,28.4,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-02-25,28.9,24.1,25.8,2.9,2.9,5.8,25.9,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-02-26,29.8,23.8,26.3,1.8,1.8,11.5,25.9,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-02-27,30.1,24.5,26.5,0.8,0.8,12.5,30.2,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-02-28,29.5,24.5,26.2,4.7,4.7,13.3,31.3,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-01,29.2,24.1,25.7,11.7,11.7,12.0,29.2,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-02,28.9,23.4,25.5,7.1,7.1,11.4,30.2,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-03,28.0,24.0,25.4,5.4,5.4,9.6,29.9,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-04,27.5,23.7,25.1,15.6,15.6,10.2,27.7,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-05,28.1,23.5,25.0,15.3,15.3,10.2,29.2,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-06,28.5,24.0,25.7,9.7,9.7,6.9,25.6,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-07,29.1,23.7,25.5,7.5,7.5,10.5,27.4,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-08,29.4,23.8,25.6,10.0,10.0,10.1,28.4,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-09,29.6,23.6,25.6,9.4,9.4,8.7,24.1,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-10,28.5,23.1,25.3,5.0,5.0,7.9,24.1,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-11,29.0,23.4,25.5,4.4,4.4,11.4,33.5,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-12,28.3,23.2,25.1,11.9,11.9,7.6,29.5,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-13,29.5,23.4,26.0,0.2,0.2,12.0,31.7,84,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-14,28.9,23.4,25.9,0.0,0.0,8.7,22.0,84,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-15,29.2,23.6,25.6,3.9,3.9,9.6,28.8,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-16,28.8,23.7,25.5,4.6,4.6,10.0,27.0,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-17,28.8,23.6,25.3,12.4,12.4,9.2,27.7,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-18,27.8,23.0,25.0,16.6,16.6,9.3,27.4,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-19,28.8,23.0,25.7,2.2,2.2,9.7,22.3,86,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-20,29.3,23.9,26.1,1.4,1.4,9.8,24.8,84,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-21,28.7,23.5,25.4,4.3,4.3,9.6,29.2,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-22,29.1,23.9,25.7,13.2,13.2,8.5,29.2,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-23,29.5,23.6,25.7,5.1,5.1,11.2,31.7,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-24,29.0,23.7,25.7,1.2,1.2,6.9,21.2,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-25,28.8,23.6,25.8,4.1,4.1,5.1,22.0,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-26,29.1,23.9,25.6,8.1,8.1,7.7,24.8,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-27,29.4,23.5,25.5,6.0,6.0,12.0,29.2,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-28,29.0,23.4,25.5,1.6,1.6,8.9,25.2,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-29,28.3,24.1,25.3,7.3,7.3,8.0,27.4,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-30,27.6,23.7,25.1,10.6,10.6,3.6,22.3,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-03-31,28.0,22.9,24.6,13.5,13.5,8.1,28.1,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-01,29.3,23.5,25.5,8.8,8.8,12.3,28.4,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-02,28.4,23.9,25.5,8.2,8.2,10.8,29.9,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-03,27.2,23.7,25.1,8.2,8.2,11.8,24.5,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-04,28.5,23.8,25.2,14.4,14.4,9.1,31.0,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-05,28.2,23.2,25.0,10.8,10.8,9.2,28.1,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-06,27.8,23.2,25.1,10.7,10.7,10.2,25.2,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-07,28.1,23.8,25.3,8.6,8.6,10.2,29.9,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-08,28.4,23.5,25.0,11.6,11.6,11.1,27.7,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-09,28.6,23.5,25.1,14.5,14.5,5.4,28.1,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-10,28.7,23.4,25.4,8.2,8.2,9.1,28.4,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-11,28.2,23.4,24.9,11.8,11.8,13.4,29.2,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-12,28.6,23.8,25.3,7.1,7.1,8.0,24.5,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-13,28.9,24.2,25.8,14.3,14.3,7.2,24.5,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-14,28.7,23.8,25.6,15.0,15.0,4.9,26.6,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-15,28.8,24.0,25.6,4.6,4.6,8.6,23.0,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-16,28.4,24.2,25.5,12.1,12.1,9.8,25.2,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-17,28.4,23.5,25.3,7.6,7.6,10.6,24.5,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-18,27.7,23.9,25.1,12.3,12.3,10.9,30.6,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-19,26.5,23.5,24.5,10.7,10.7,15.2,28.8,95,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-20,25.2,23.2,24.1,20.5,20.5,12.6,27.7,98,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2010-04-21,26.6,22.1,24.0,18.1,18.1,14.5,32.8,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-22,28.7,23.4,25.4,7.3,7.3,7.9,26.6,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-23,28.2,22.9,25.4,15.8,15.8,5.5,27.4,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-24,28.4,23.4,25.2,25.0,25.0,5.2,29.5,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2010-04-25,27.9,23.6,24.9,20.4,20.4,6.5,22.7,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2010-04-26,27.1,23.4,24.9,20.8,20.8,7.9,25.9,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2010-04-27,27.6,23.9,25.2,14.1,14.1,9.4,25.6,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-28,28.0,23.1,25.2,3.2,3.2,6.9,22.3,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-29,28.2,23.6,25.3,3.7,3.7,7.3,24.8,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-04-30,29.3,23.1,25.9,0.0,0.0,8.1,22.0,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-01,29.5,24.4,26.4,0.0,0.0,13.3,27.0,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-02,28.8,24.2,25.8,9.3,9.3,13.7,31.3,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-03,27.9,23.4,25.1,16.3,16.3,10.2,30.2,96,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-04,27.5,23.9,25.2,14.9,14.9,15.8,32.8,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-05,28.4,23.7,25.5,6.3,6.3,15.1,32.4,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-06,28.9,23.4,25.5,4.9,4.9,10.8,31.3,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-07,29.1,23.6,25.6,8.3,8.3,10.8,32.8,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-08,28.4,23.6,25.3,10.6,10.6,9.7,31.7,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-09,28.1,23.3,24.9,12.8,12.8,10.7,24.8,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-10,28.6,23.5,25.0,17.0,17.0,10.7,26.3,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-11,26.9,23.5,24.6,22.9,22.9,8.7,27.4,96,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2010-05-12,27.1,23.7,25.0,22.6,22.6,7.2,24.1,95,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2010-05-13,26.9,23.7,24.8,14.3,14.3,5.6,27.7,95,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-14,26.1,23.8,24.6,31.7,31.7,6.3,18.7,97,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2010-05-15,26.9,23.8,24.8,24.7,24.7,4.9,26.6,96,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2010-05-16,25.5,23.9,24.7,45.4,45.4,9.4,32.4,97,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2010-05-17,28.4,23.7,25.7,10.6,10.6,5.4,27.4,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-18,29.2,23.9,25.9,6.0,6.0,5.8,22.3,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-19,29.1,23.7,25.9,5.3,5.3,6.2,20.5,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-20,29.5,23.4,25.8,3.8,3.8,5.8,25.2,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-21,28.4,23.6,25.4,1.7,1.7,11.4,27.4,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-22,26.7,24.0,25.1,1.5,1.5,8.3,23.4,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-23,28.2,23.6,25.1,5.4,5.4,11.1,27.0,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-24,27.7,23.5,24.7,17.7,17.7,8.6,25.6,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-25,28.4,23.4,25.1,11.0,11.0,8.6,29.5,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-26,28.5,23.5,25.3,6.6,6.6,8.7,23.0,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-27,27.6,23.3,24.7,6.8,6.8,10.4,27.0,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-28,26.5,23.3,24.4,8.6,8.6,12.5,26.3,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2010-05-29,27.5,23.5,24.9,3.2,3.2,12.0,29.5,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
