time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,wind_speed_10m_max,wind_gusts_10m_max,relative_humidity_2m_mean,latitude,longitude,timezone,source,extreme_weather_score,extreme_weather_category,is_extreme_weather_day,extreme_weather_reason
2017-05-01,26.4,21.5,23.4,9.5,9.5,10.8,30.6,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-02,25.8,21.6,23.1,4.8,4.8,10.2,27.4,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-03,24.7,21.5,23.0,11.8,11.8,7.6,23.8,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-04,25.5,21.1,23.4,1.4,1.4,10.9,29.2,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-05,26.4,21.5,23.3,3.2,3.2,12.6,33.1,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-06,25.2,21.2,22.7,3.4,3.4,13.0,32.8,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-07,24.8,21.3,22.7,5.1,5.1,10.5,27.4,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-08,25.4,21.2,22.9,3.6,3.6,12.9,32.0,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-09,25.7,21.5,23.3,0.2,0.2,15.9,38.9,83,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-10,26.2,20.9,22.9,1.9,1.9,12.0,30.6,84,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-11,26.2,21.0,23.2,0.1,0.1,11.7,31.0,83,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-12,25.2,21.4,22.8,2.8,2.8,13.2,33.5,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-13,24.8,21.0,22.4,6.0,6.0,10.2,28.8,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-14,25.8,21.0,22.9,3.2,3.2,11.0,29.9,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-15,26.1,21.8,23.4,1.6,1.6,11.2,29.5,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-16,25.5,21.3,22.9,1.2,1.2,11.4,30.2,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-17,25.5,19.9,22.2,0.0,0.0,10.8,27.7,78,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-18,25.6,19.6,22.2,1.3,1.3,12.2,31.7,86,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-19,25.2,20.5,22.4,5.2,5.2,12.2,29.9,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-20,24.4,20.8,22.2,2.7,2.7,9.6,27.0,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-21,25.2,20.8,22.5,0.9,0.9,11.6,30.2,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-22,24.6,20.0,22.1,2.4,2.4,12.8,31.7,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-23,24.4,20.1,21.7,1.8,1.8,11.3,29.2,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-24,25.7,19.5,22.3,1.0,1.0,12.1,31.7,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-25,25.0,21.3,22.6,5.3,5.3,10.7,27.7,95,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-26,24.8,21.8,22.7,6.5,6.5,10.9,29.2,96,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-27,25.0,21.8,22.8,18.9,18.9,9.0,25.6,95,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-28,25.4,21.5,22.8,7.6,7.6,10.9,27.0,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-29,25.2,21.9,22.9,1.7,1.7,8.3,29.5,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-30,25.4,21.5,22.8,15.7,15.7,10.5,26.3,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-05-31,25.2,21.9,23.2,10.7,10.7,8.4,24.8,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-01,25.5,21.4,22.8,2.9,2.9,15.8,38.5,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-02,24.1,21.0,22.3,7.5,7.5,13.4,33.1,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-03,24.0,20.9,22.0,1.5,1.5,12.2,30.6,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-04,25.5,21.1,22.7,1.7,1.7,9.3,26.6,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-05,25.5,20.9,23.0,1.4,1.4,8.9,25.9,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-06,25.5,20.5,22.9,1.5,1.5,7.5,24.1,86,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-07,25.8,20.6,22.9,1.7,1.7,14.0,35.6,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-08,23.7,20.9,22.1,4.0,4.0,10.0,25.9,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-09,24.2,21.0,22.1,4.4,4.4,11.8,27.4,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-10,24.2,21.0,22.2,2.4,2.4,12.1,30.2,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-11,24.9,20.9,22.5,1.7,1.7,8.2,29.9,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-12,25.6,20.9,22.4,14.9,14.9,7.9,32.8,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-13,23.9,20.9,22.1,14.6,14.6,5.4,23.0,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-14,25.2,20.5,22.7,7.1,7.1,8.9,29.2,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-15,24.9,21.0,22.4,7.1,7.1,10.1,28.8,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-16,24.5,20.9,22.1,2.6,2.6,13.3,33.8,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-17,24.3,19.3,21.2,4.8,4.8,14.2,34.6,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-18,23.5,19.0,21.1,8.6,8.6,14.9,37.4,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-19,24.4,19.9,21.3,12.5,12.5,12.0,30.6,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-20,24.7,20.3,21.9,5.1,5.1,8.9,25.2,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-21,23.9,20.5,21.6,27.2,27.2,7.2,27.4,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2017-06-22,25.5,19.7,22.1,3.6,3.6,8.6,29.5,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-23,24.2,19.1,21.7,3.1,3.1,11.0,29.5,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-24,25.3,20.6,22.4,4.9,4.9,10.0,29.5,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-25,24.1,20.6,21.9,10.4,10.4,9.9,26.6,96,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-26,24.0,20.4,22.0,11.0,11.0,8.2,24.8,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-27,24.1,20.5,21.8,1.7,1.7,10.1,26.6,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-28,23.8,19.9,21.5,1.7,1.7,14.2,34.2,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-29,23.4,18.9,20.9,1.8,1.8,14.1,33.8,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-06-30,24.0,18.8,21.3,1.5,1.5,10.7,29.5,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-01,24.6,19.5,21.8,1.5,1.5,10.3,26.6,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-02,25.0,18.5,22.0,0.6,0.6,11.0,29.2,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-03,24.5,20.0,21.9,4.2,4.2,15.0,37.4,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-04,23.2,20.5,21.4,6.1,6.1,12.8,31.7,95,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-05,23.5,20.6,21.5,6.3,6.3,11.8,28.4,95,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-06,23.4,20.1,21.0,10.1,10.1,13.3,30.6,95,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-07,23.8,20.4,21.4,11.5,11.5,9.2,25.6,96,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-08,22.5,20.6,21.1,61.5,61.5,11.5,31.3,99,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,90,EXTREME,1,"Curah hujan lebat, Hujan harian tinggi"
2017-07-09,21.6,20.3,20.7,68.5,68.5,14.3,32.0,98,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,90,EXTREME,1,"Curah hujan lebat, Hujan harian tinggi"
2017-07-10,23.2,20.2,20.9,44.3,44.3,9.6,24.5,98,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2017-07-11,23.0,20.0,21.2,2.8,2.8,10.9,27.7,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-12,23.1,20.5,21.2,12.5,12.5,11.3,29.5,95,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-13,23.0,20.5,21.4,8.5,8.5,14.2,33.5,97,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-14,24.3,20.5,22.0,2.6,2.6,13.5,34.6,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-15,24.1,19.8,21.4,0.5,0.5,15.4,37.1,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-16,22.9,19.0,20.5,0.7,0.7,14.7,35.6,86,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-17,22.6,18.7,20.4,2.4,2.4,15.1,35.6,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-18,23.8,19.2,21.1,6.9,6.9,12.3,33.8,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-19,24.4,20.0,21.9,2.7,2.7,10.6,30.2,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-20,25.3,20.4,22.1,0.8,0.8,9.9,27.0,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-21,24.1,20.1,21.5,5.6,5.6,9.4,26.3,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-22,23.1,19.6,21.1,2.9,2.9,11.8,30.6,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-23,23.4,18.7,20.6,0.9,0.9,14.5,35.3,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-24,22.2,18.9,20.1,7.1,7.1,12.2,31.0,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-25,21.7,18.0,20.0,10.2,10.2,12.5,30.6,96,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-26,23.2,19.4,20.9,5.2,5.2,13.6,34.6,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-27,24.5,19.9,21.9,5.8,5.8,13.0,38.2,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-28,26.2,20.7,22.7,5.1,5.1,9.8,26.3,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-29,23.6,20.5,21.5,18.8,18.8,12.5,28.4,96,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-30,23.6,19.6,21.2,2.1,2.1,14.1,34.6,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-07-31,23.0,18.4,20.6,2.9,2.9,14.4,33.5,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-01,21.6,19.3,20.1,26.8,26.8,11.5,33.5,97,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2017-08-02,21.7,19.3,20.0,21.0,21.0,12.2,32.4,97,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2017-08-03,20.5,18.7,19.5,20.4,20.4,11.8,26.3,97,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2017-08-04,21.6,17.6,19.7,14.2,14.2,13.8,32.4,95,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-05,22.6,18.2,20.3,7.0,7.0,13.9,34.6,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-06,22.9,19.2,20.6,19.0,19.0,13.7,32.8,97,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-07,24.6,19.8,21.4,3.9,3.9,10.9,31.7,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-08,23.3,19.7,21.3,3.6,3.6,11.6,27.7,95,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-09,23.5,19.5,21.4,3.6,3.6,9.8,27.0,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-10,23.0,20.0,21.0,4.2,4.2,12.9,33.1,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-11,23.2,19.6,21.1,1.7,1.7,12.3,31.0,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-12,24.5,20.4,21.8,7.2,7.2,10.9,28.8,95,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-13,23.6,20.4,21.5,7.7,7.7,14.0,34.2,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-14,24.2,19.4,21.3,0.5,0.5,12.9,32.8,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-15,21.7,19.0,20.3,5.5,5.5,13.6,32.8,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-16,21.5,18.8,19.9,6.7,6.7,11.5,30.2,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-17,23.1,18.6,20.4,1.0,1.0,11.8,32.0,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-18,23.2,19.5,21.1,2.3,2.3,10.6,27.7,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-19,21.6,20.4,20.9,19.5,19.5,12.3,27.7,97,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-20,22.2,19.8,20.9,12.2,12.2,14.2,31.7,96,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-21,24.4,18.8,21.1,7.1,7.1,14.3,34.9,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-22,23.4,19.8,21.1,3.9,3.9,13.0,33.8,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-23,24.3,19.5,21.2,1.8,1.8,13.5,34.2,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-24,24.8,19.5,21.7,0.1,0.1,12.2,32.4,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-25,25.1,19.8,21.8,3.8,3.8,13.7,34.2,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-26,24.4,19.6,21.5,1.3,1.3,14.6,35.6,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-27,24.6,18.2,21.2,0.2,0.2,15.1,36.7,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-28,24.0,18.0,20.9,0.8,0.8,14.3,36.7,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-29,24.0,19.2,20.9,0.8,0.8,14.0,34.2,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-30,24.5,18.6,20.9,0.1,0.1,12.4,32.4,86,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-08-31,24.0,19.0,21.1,4.4,4.4,11.0,29.5,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-01,23.5,17.6,20.4,3.3,3.3,10.9,29.2,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-02,23.7,19.3,20.9,5.2,5.2,14.8,37.1,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-03,23.4,19.4,21.0,7.8,7.8,13.8,35.3,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-04,22.6,20.4,21.2,10.1,10.1,12.6,32.4,97,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-05,25.3,19.9,22.1,3.4,3.4,14.8,37.4,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-06,24.1,19.7,21.5,7.2,7.2,8.8,25.6,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-07,26.9,20.0,22.5,1.0,1.0,13.2,33.8,86,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-08,25.6,19.0,22.2,0.5,0.5,11.5,31.0,84,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-09,24.7,21.1,22.4,8.5,8.5,14.8,37.4,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-10,24.8,20.5,21.7,11.3,11.3,11.2,32.8,96,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-11,23.9,20.0,21.3,2.6,2.6,9.9,24.8,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-12,23.2,19.0,20.7,13.3,13.3,11.3,29.9,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-13,23.4,19.3,21.0,5.8,5.8,10.8,27.4,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-14,25.5,19.5,21.7,0.0,0.0,10.6,29.2,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-15,25.9,18.5,21.8,0.0,0.0,10.6,29.2,78,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-16,25.2,19.7,22.2,1.6,1.6,12.4,33.1,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-17,25.2,20.0,22.1,0.5,0.5,12.8,33.5,86,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-18,25.2,18.0,21.1,0.0,0.0,10.7,28.8,73,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-19,24.9,17.7,21.0,0.3,0.3,12.5,32.4,78,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-20,24.5,18.5,21.2,0.1,0.1,11.1,30.6,82,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-21,24.5,19.0,21.2,0.6,0.6,12.5,33.1,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-22,25.3,19.0,21.7,8.2,8.2,12.3,38.2,86,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-23,24.9,20.2,22.0,7.2,7.2,9.9,26.6,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-24,24.5,21.0,22.1,5.0,5.0,9.7,26.3,97,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-25,24.4,20.9,22.0,8.5,8.5,11.8,37.8,95,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-26,24.5,19.9,22.2,6.8,6.8,10.7,36.0,96,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-27,24.9,20.8,22.3,9.2,9.2,12.7,33.5,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-28,25.5,19.2,22.2,3.2,3.2,8.9,26.6,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-29,25.1,20.9,22.5,0.3,0.3,13.4,33.5,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-09-30,24.3,21.0,22.0,14.1,14.1,10.0,28.8,96,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-10-01,25.0,20.5,22.0,7.5,7.5,9.3,25.6,95,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-10-02,24.9,20.2,22.0,5.3,5.3,8.9,28.1,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-10-03,25.3,20.6,22.2,6.7,6.7,8.4,25.6,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-10-04,24.6,21.5,22.4,5.3,5.3,9.1,34.6,97,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-10-05,25.6,21.0,22.4,13.8,13.8,8.8,27.7,96,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-10-06,25.3,21.5,23.1,3.0,3.0,11.5,30.6,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-10-07,24.2,20.9,22.2,6.3,6.3,10.8,27.0,97,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-10-08,24.8,21.2,22.2,17.5,17.5,10.4,27.4,95,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-10-09,25.7,21.3,22.9,8.5,8.5,11.3,30.6,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2017-10-10,25.8,22.0,23.2,3.7,3.7,10.2,27.7,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
